"english","sourceNo","sourceWord","mode"
"ache","300436","pain","Synonym"
"I'm tired.","300437","I'm ready.","ChoicesJaEn"
"I'm busy.","300437","I'm ready.","ChoicesJaEn"
"I'm hungry.","300437","I'm ready.","ChoicesJaEn"
"I'm worried.","300437","I'm ready.","ChoicesJaEn"
"I'm sleepy.","300437","I'm ready.","Listening"
"I'm happy.","300437","I'm ready.","Listening"
"I'm busy.","300437","I'm ready.","Listening"
"I'll help you.","300438","I'll call you.","ChoicesJaEn"
"I'll wait for you.","300438","I'll call you.","ChoicesJaEn"
"I'll visit you.","300438","I'll call you.","ChoicesJaEn"
"I'll write to you.","300438","I'll call you.","ChoicesJaEn"
"I'll tell you.","300438","I'll call you.","Listening"
"I'll meet you.","300438","I'll call you.","Listening"
"I'll help you.","300438","I'll call you.","Listening"
"I'll see you.","300438","I'll call you.","Listening"
"met","300439","melt","Listening"
"mind","300439","melt","Listening"
"pastor","300440","passport","Listening"
"promise","300441","suggestion","ChoicesJaEn"
"after","300442","unless","ChoicesJaEn"
"before","300442","unless","ChoicesJaEn"
"until","300442","unless","Listening"
"if not","300442","unless","Synonym"
"if not","300443","otherwise","Synonym"
"after","300444","whether","ChoicesJaEn"
"decease","300445","disease","Listening"
"drawing","300446","photo","ChoicesJaEn"
"in the store","300447","in the park","ChoicesJaEn"
"in the dark","300447","in the park","Listening"
"in the yard","300447","in the park","Listening"
"in the room","300447","in the park","Listening"
"in the car","300447","in the park","Listening"
"although ~","300448","if ~","ChoicesJaEn"
"because ~","300448","if ~","ChoicesJaEn"
"while ~","300448","if ~","ChoicesJaEn"
"even if ~","300448","if ~","Listening"
"as if ~","300448","if ~","Listening"
"only if ~","300448","if ~","Listening"
"unless ~","300448","if ~","Listening"
"behind ~","300450","among ~","ChoicesJaEn"
"near ~","300450","among ~","ChoicesJaEn"
"above ~","300450","among ~","ChoicesJaEn"
"along ~","300450","among ~","Listening"
"around ~","300450","among ~","Listening"
"under ~","300451","between A and B","ChoicesJaEn"
"behind ~","300451","between A and B","ChoicesJaEn"
"near ~","300451","between A and B","ChoicesJaEn"
"beside ~","300451","between A and B","Listening"
"behind ~","300451","between A and B","Listening"
"below ~","300451","between A and B","Listening"
"inside","300452","instead","Listening"
"one another","300453","one after another","Listening"
"all together","300453","one after another","Listening"
"on the way","300453","one after another","Listening"
"one by one","300453","one after another","Synonym"
"surely","300454","after all","ChoicesJaEn"
"in the end","300454","after all","Synonym"
"in the afternoon","300456","in the morning","ChoicesJaEn"
"in the evening","300456","in the morning","ChoicesJaEn"
"at night","300456","in the morning","ChoicesJaEn"
"at noon","300456","in the morning","ChoicesJaEn"
"in the evening","300456","in the morning","Listening"
"in the garden","300456","in the morning","Listening"
"in the kitchen","300456","in the morning","Listening"
"in the station","300456","in the morning","Listening"
"at the beginning of ~","300457","at the end of ~","ChoicesJaEn"
"in the middle of ~","300457","at the end of ~","ChoicesJaEn"
"at the top of ~","300457","at the end of ~","Listening"
"at the back of ~","300457","at the end of ~","Listening"
"at the side of ~","300457","at the end of ~","Listening"
"at the front of ~","300457","at the end of ~","Listening"
"promise","300458","message","ChoicesJaEn"
"massage","300458","message","Listening"
"manage","300458","message","Listening"
"note","300458","message","Synonym"
"ask A about B","300459","let A know B","ChoicesJaEn"
"borrow B from A","300459","let A know B","ChoicesJaEn"
"send A B","300459","let A know B","ChoicesJaEn"
"let A go","300459","let A know B","Listening"
"ask A for B","300459","let A know B","Listening"
"inside","300460","inside out","Listening"
"right side out","300460","inside out","Antonym"
"outside ~","300461","within ~","ChoicesJaEn"
"above ~","300461","within ~","ChoicesJaEn"
"below ~","300461","within ~","ChoicesJaEn"
"near ~","300461","within ~","ChoicesJaEn"
"between ~","300461","within ~","Listening"
"behind ~","300461","within ~","Listening"
"beside ~","300461","within ~","Listening"
"inside","300461","within ~","Synonym"
"thought","300462","throat","Listening"
"thread","300462","throat","Listening"
"insects","300463","indoors","Listening"
"windows","300463","indoors","Listening"
"indian","300463","indoors","Listening"
"inside","300463","indoors","Synonym"
"be ready to do","300464","be sure to do","Listening"
"be likely to do","300464","be sure to do","Listening"
"be afraid to do","300464","be sure to do","Listening"
"remember to","300464","be sure to do","Synonym"
"cheerful","300465","smart","ChoicesJaEn"
"stupid","300465","smart","Antonym"
"Sit down.","300466","Let's go.","ChoicesJaEn"
"Look.","300466","Let's go.","ChoicesJaEn"
"Wait.","300466","Let's go.","ChoicesJaEn"
"Hurry.","300466","Let's go.","ChoicesJaEn"
"Let's eat.","300466","Let's go.","Listening"
"Let's play.","300466","Let's go.","Listening"
"Let's read.","300466","Let's go.","Listening"
"Let's sing.","300466","Let's go.","Listening"
"Be careful.","300467","That's not a problem.","ChoicesJaEn"
"Hurry up.","300467","That's not a problem.","ChoicesJaEn"
"Is that true?","300467","That's not a problem.","ChoicesJaEn"
"I don't know.","300467","That's not a problem.","ChoicesJaEn"
"That's not the answer.","300467","That's not a problem.","Listening"
"That's a big problem.","300467","That's not a problem.","Listening"
"That is my problem.","300467","That's not a problem.","Listening"
"That's a nice present.","300467","That's not a problem.","Listening"
"It's okay.","300467","That's not a problem.","Synonym"
"Good morning.","300468","No problem.","ChoicesJaEn"
"Be careful.","300468","No problem.","ChoicesJaEn"
"I don't know.","300468","No problem.","ChoicesJaEn"
"No promise.","300468","No problem.","Listening"
"No practice.","300468","No problem.","Listening"
"My problem.","300468","No problem.","Listening"
"No coffee.","300468","No problem.","Listening"
"protect","300469","product","Listening"
"promise","300469","product","Listening"
"practice ~","300470","take part in ~","ChoicesJaEn"
"explain ~","300470","take part in ~","ChoicesJaEn"
"choose ~","300470","take part in ~","ChoicesJaEn"
"carry ~","300470","take part in ~","ChoicesJaEn"
"take out ~","300470","take part in ~","Listening"
"take turns","300470","take part in ~","Listening"
"separate A from B","300471","connect A to B","ChoicesJaEn"
"change A into B","300471","connect A to B","ChoicesJaEn"
"contact A about B","300471","connect A to B","Listening"
"send A to B","300471","connect A to B","Listening"
"start ~","300475","carry on with ~","ChoicesJaEn"
"choose ~","300475","carry on with ~","ChoicesJaEn"
"collect ~","300475","carry on with ~","ChoicesJaEn"
"come up with ~","300475","carry on with ~","Listening"
"catch up with ~","300475","carry on with ~","Listening"
"get along with ~","300475","carry on with ~","Listening"
"contact","300476","continue","Listening"
"keep doing ~","300476","continue","Synonym"
"go on doing ~","300476","continue","Synonym"
"attack A with B","300477","protect A from B","ChoicesJaEn"
"send A to B","300477","protect A from B","ChoicesJaEn"
"change A into B","300477","protect A from B","ChoicesJaEn"
"prevent A from doing","300477","protect A from B","Listening"
"separate A from B","300477","protect A from B","Listening"
"borrow A from B","300477","protect A from B","Listening"
"hide A from B","300477","protect A from B","Listening"
"knight","300478","princess","ChoicesJaEn"
"knight","300479","prince","ChoicesJaEn"
"prints","300479","prince","Listening"
"plants","300479","prince","Listening"
"be satisfied with ~","300481","be familiar with ~","ChoicesJaEn"
"be similar to ~","300481","be familiar with ~","Listening"
"be popular with ~","300481","be familiar with ~","Listening"
"be careful with ~","300481","be familiar with ~","Listening"
"be satisfied with ~","300482","be aware of ~","ChoicesJaEn"
"be sure of ~","300482","be aware of ~","Listening"
"know about ~","300482","be aware of ~","Synonym"
"be unaware of ~","300482","be aware of ~","Antonym"
"be sorry for ~","300483","be famous for ~","Listening"
"be careful about ~","300483","be famous for ~","Listening"
"be known for ~","300483","be famous for ~","Listening"
"be known for","300483","be famous for ~","Synonym"
"inland","300485","island","Listening"
"Ireland","300485","island","Listening"
"eyelid","300485","island","Listening"
"iceberg","300485","island","Listening"
"filled","300487","field","Listening"
"golden","300488","German","Listening"
"Italian","300489","Spanish","ChoicesJaEn"
"least","300490","most","Antonym"
"peanut","300494","period","Listening"
"ask A to do","300495","allow A to do","ChoicesJaEn"
"stop A from doing","300495","allow A to do","ChoicesJaEn"
"order A to do","300495","allow A to do","ChoicesJaEn"
"help A do","300495","allow A to do","ChoicesJaEn"
"ask A to do","300495","allow A to do","Listening"
"tell A to do","300495","allow A to do","Listening"
"want A to do","300495","allow A to do","Listening"
"help A do","300495","allow A to do","Listening"
"forbid A from doing","300495","allow A to do","Antonym"
"alligator","300496","elevator","Listening"
"open","300497","raise","ChoicesJaEn"
"starlight","300498","sunlight","Listening"
"change A into B","300499","prefer A to B","ChoicesJaEn"
"mix A with B","300499","prefer A to B","ChoicesJaEn"
"show A to B","300499","prefer A to B","ChoicesJaEn"
"prepare A for B","300499","prefer A to B","Listening"
"offer A to B","300499","prefer A to B","Listening"
"bring A to B","300499","prefer A to B","Listening"
"order","300500","border","Listening"
"boulder","300500","border","Listening"
"builder","300500","border","Listening"
"fog","300501","ray","ChoicesJaEn"
"gratefully","300502","gradually","Listening"
"ankle","300506","animal","Listening"
"behind you","300508","in front of you","ChoicesJaEn"
"near you","300508","in front of you","ChoicesJaEn"
"to your left","300508","in front of you","ChoicesJaEn"
"to your right","300508","in front of you","ChoicesJaEn"
"in back of you","300508","in front of you","Listening"
"in front of me","300508","in front of you","Listening"
"in front of us","300508","in front of you","Listening"
"in front of it","300508","in front of you","Listening"
"behind you","300508","in front of you","Antonym"
"behind you","300509","on your left","ChoicesJaEn"
"near you","300509","on your left","ChoicesJaEn"
"in your bag","300509","on your left","Listening"
"under the desk","300509","on your left","Listening"
"near the door","300509","on your left","Listening"
"behind you","300510","on your right","ChoicesJaEn"
"near you","300510","on your right","ChoicesJaEn"
"in your room","300510","on your right","Listening"
"under the chair","300510","on your right","Listening"
"near the park","300510","on your right","Listening"
"for a day","300511","far away","Listening"
"find a way","300511","far away","Listening"
"from school","300511","far away","Listening"
"a long way away","300511","far away","Synonym"
"Germany","300513","journey","Listening"
"jungle","300513","journey","Listening"
"gloves","300514","suit","ChoicesJaEn"
"invite","300516","respect","ChoicesJaEn"
"share","300516","respect","ChoicesJaEn"
"far from home","300517","face to face","Listening"
"take your time","300517","face to face","Listening"
"day by day","300517","face to face","Listening"
"in person","300517","face to face","Synonym"
"delete","300518","defeat","Listening"
"lose to","300518","defeat","Antonym"
"rosy","300520","noisy","Listening"
"volley","300521","valley","Listening"
"vanilla","300521","valley","Listening"
"jeep","300522","cheap","Listening"
"inexpensive","300522","cheap","Synonym"
"kindly","300523","quietly","Listening"
"lightly","300523","quietly","Listening"
"silently","300523","quietly","Synonym"
"baton","300524","bottom","Listening"
"gotten","300524","bottom","Listening"
"divide","300525","device","Listening"
"clothing","300526","equipment","ChoicesJaEn"
"comical","300527","chemical","Listening"
"capitals","300529","capital","Listening"
"take B out of A","300532","fill A with B","ChoicesJaEn"
"change A into B","300532","fill A with B","ChoicesJaEn"
"mix A with B","300532","fill A with B","Listening"
"protect","300533","produce","Listening"
"promise","300533","produce","Listening"
"turn ~ up","300536","turn ~ down","ChoicesJaEn"
"turn ~ on","300536","turn ~ down","ChoicesJaEn"
"turn ~ off","300536","turn ~ down","ChoicesJaEn"
"turn ~ up","300536","turn ~ down","Listening"
"turn ~ on","300536","turn ~ down","Listening"
"take ~ down","300536","turn ~ down","Listening"
"lower the volume","300536","turn ~ down","Synonym"
"turn it up","300536","turn ~ down","Antonym"
"explain A to B","300537","introduce A to B","ChoicesJaEn"
"send A to B","300537","introduce A to B","Listening"
"show A to B","300537","introduce A to B","Listening"
"bring A to B","300537","introduce A to B","Listening"
"invite","300538","invent","Listening"
"inside","300538","invent","Listening"
"ask A about B","300540","remind A about B","ChoicesJaEn"
"send A B","300540","remind A about B","ChoicesJaEn"
"borrow B from A","300540","remind A about B","ChoicesJaEn"
"ask A about B","300540","remind A about B","Listening"
"teach A about B","300540","remind A about B","Listening"
"include","300541","improve","Listening"
"invite","300541","improve","Listening"
"make better","300541","improve","Synonym"
"worsen","300541","improve","Antonym"
"anger","300544","engineer","Listening"
"inviting","300545","exciting","Listening"
"thrilling","300545","exciting","Synonym"
"trying","300547","tiring","Listening"
"timing","300547","tiring","Listening"
"painter","300548","actor","ChoicesJaEn"
"after","300548","actor","Listening"
"mile","300549","male","Listening"
"until now","300551","for a long time","ChoicesJaEn"
"for a short time","300551","for a long time","Listening"
"from time to time","300551","for a long time","Listening"
"all the time","300551","for a long time","Listening"
"for a short time","300551","for a long time","Antonym"
"crown","300552","crowd","Listening"
"waiting","300555","wedding","Listening"
"reading","300555","wedding","Listening"
"heading","300555","wedding","Listening"
"waving","300555","wedding","Listening"
"hood","300556","wood","Listening"
"almost","300558","at most","Listening"
"a lot","300558","at most","Listening"
"no more than","300558","at most","Synonym"
"impolite","300561","important","Listening"
"unimportant","300561","important","Antonym"
"promise","300567","memory","ChoicesJaEn"
"merry","300567","memory","Listening"
"a list","300568","at least","Listening"
"promise","300569","error","ChoicesJaEn"
"arrow","300569","error","Listening"
"celery","300571","salary","Listening"
"gallery","300571","salary","Listening"
"promise","300572","profit","Listening"
"boss","300573","loss","Listening"
"tack","300574","tax","Listening"
"text","300574","tax","Listening"
"spaceship","300575","satellite","ChoicesJaEn"
"smaller","300576","larger","ChoicesJaEn"
"longer","300576","larger","ChoicesJaEn"
"higher","300576","larger","ChoicesJaEn"
"longer","300576","larger","Listening"
"smaller","300576","larger","Antonym"
"faster","300577","harder","ChoicesJaEn"
"higher","300577","harder","ChoicesJaEn"
"holder","300577","harder","Listening"
"order","300577","harder","Listening"
"faster","300578","better","ChoicesJaEn"
"stronger","300578","better","ChoicesJaEn"
"higher","300578","better","ChoicesJaEn"
"excitedly","300580","especially","Listening"
"particularly","300580","especially","Synonym"
"steering wheel","300583","engine","ChoicesJaEn"
"tire","300583","engine","ChoicesJaEn"
"angel","300583","engine","Listening"
"share","300584","shake","Listening"
"shave","300584","shake","Listening"
"go slowly","300585","go straight","Listening"
"go outside","300585","go straight","Listening"
"go upstairs","300585","go straight","Listening"
"go by train","300585","go straight","Listening"
"net","300587","nod","Listening"
"thickly","300591","quickly","Listening"
"kindly","300591","quickly","Listening"
"actual","300592","active","Listening"
"attic","300592","active","Listening"
"energetic","300592","active","Synonym"
"inactive","300592","active","Antonym"
"behind ~","300593","toward ~","ChoicesJaEn"
"near ~","300593","toward ~","ChoicesJaEn"
"in ~","300593","toward ~","ChoicesJaEn"
"on ~","300593","toward ~","ChoicesJaEn"
"around ~","300593","toward ~","Listening"
"calculator","300594","escalator","Listening"
"alligator","300594","escalator","Listening"
"contact","300596","concert","Listening"
"promise","300597","rule","ChoicesJaEn"
"needed","300598","necessary","Synonym"
"total","300599","title","Listening"
"encouragement","300603","environment","Listening"
"enjoyment","300603","environment","Listening"
"total","300604","local","Listening"
"lightly","300605","lately","Listening"
"caller","300606","collar","Listening"
"stand by me","300608","side by side","Listening"
"sunny day","300608","side by side","Listening"
"by the sea","300608","side by side","Listening"
"freshly","300609","friendly","Listening"
"unfriendly","300609","friendly","Antonym"
"sadly","300611","safely","Listening"
"dangerously","300611","safely","Antonym"
"cheerful","300613","brave","ChoicesJaEn"
"courageous","300613","brave","Synonym"
"cowardly","300613","brave","Antonym"
"dock","300614","dark","Listening"
"dim","300614","dark","Synonym"
"insufficient","300616","enough","Antonym"
"fancy","300617","plain","ChoicesJaEn"
"fancy","300617","plain","Antonym"
"siren","300619","silent","Listening"
"violet","300619","silent","Listening"
"fool","300621","full","Listening"
"peas","300622","peace","Listening"
"purse","300622","peace","Listening"
"did","300624","dead","Listening"
"nobody","300625","nothing","ChoicesJaEn"
"somewhere","300625","nothing","ChoicesJaEn"
"noting","300625","nothing","Listening"
"nodding","300625","nothing","Listening"
"a line","300627","alive","Listening"
"follow","300628","shallow","Listening"
"fill","300629","fail","Listening"
"promise","300630","failure","ChoicesJaEn"
"born","300632","boring","Listening"
"with ~","300633","without ~","ChoicesJaEn"
"under ~","300633","without ~","ChoicesJaEn"
"with ~","300633","without ~","Listening"
"under ~","300633","without ~","Listening"
"near ~","300634","except ~","ChoicesJaEn"
"for ~","300634","except ~","ChoicesJaEn"
"expect ~","300634","except ~","Listening"
"accept ~","300634","except ~","Listening"
"beside ~","300634","except ~","Listening"
"fill","300636","few","Listening"
"not many","300636","few","Synonym"
"spatial","300637","special","Listening"
"cheerful","300639","rude","ChoicesJaEn"
"impolite","300639","rude","Synonym"
"be similar to ~","300640","be different from ~","ChoicesJaEn"
"be similar to ~","300640","be different from ~","Listening"
"be the same as","300640","be different from ~","Antonym"
"lively","300641","dull","ChoicesJaEn"
"a week","300642","awake","Listening"
"tin","300644","thin","Listening"
"tick","300645","thick","Listening"
"the other","300646","neither","ChoicesJaEn"
"relaxed","300647","confused","ChoicesJaEn"
"complete","300647","confused","Listening"
"puzzled","300647","confused","Synonym"
"fearless","300648","careless","Listening"
"some more ~","300650","no more ~","Listening"
"many more ~","300650","no more ~","Listening"
"once more","300650","no more ~","Listening"
"not yet","300650","no more ~","Listening"
"worst","300653","best","ChoicesJaEn"
"vest","300653","best","Listening"
"worst","300653","best","Antonym"
"be careful with ~","300655","be busy with ~","Listening"
"decide to do","300656","happen to do","ChoicesJaEn"
"forget to do","300656","happen to do","ChoicesJaEn"
"hope to do","300656","happen to do","Listening"
"hurry to do","300656","happen to do","Listening"
"plan to do","300656","happen to do","Listening"
"additional","300660","traditional","Listening"
"at a store","300662","online","ChoicesJaEn"
"open","300662","online","Listening"
"offline","300662","online","Antonym"
"sentry","300664","century","Listening"
"peninsula","300666","continent","ChoicesJaEn"
"jungle","300667","single","Listening"
"the other","300668","either","ChoicesJaEn"
"inside","300669","individual","Listening"
"twice","300670","once","ChoicesJaEn"
"wants","300670","once","Listening"
"won","300670","once","Listening"
"speed","300672","spread","Listening"
"pupil","300673","public","Listening"
"promise","300674","chance","ChoicesJaEn"
"with ~","300675","against ~","ChoicesJaEn"
"near ~","300675","against ~","ChoicesJaEn"
"along ~","300675","against ~","Listening"
"around ~","300675","against ~","Listening"
"beside ~","300675","against ~","Listening"
"parrot","300676","carrot","Listening"
"cabin","300676","carrot","Listening"
"inside","300678","outdoors","ChoicesJaEn"
"playgroup","300679","playground","Listening"
"playtime","300679","playground","Listening"
"playhouse","300679","playground","Listening"
"west side","300680","website","Listening"
"webpage","300680","website","Listening"
"backache","300681","stomachache","Listening"
"stomach pain","300681","stomachache","Synonym"
"heartache","300682","headache","Listening"
"handbag","300682","headache","Listening"
"hotcake","300682","headache","Listening"
"madam","300685","magazine","Listening"
"business card","300686","receipt","ChoicesJaEn"
"total","300690","percent","ChoicesJaEn"
"wink","300692","wing","Listening"
"hottest","300693","hostess","Listening"
"guide","300694","host","ChoicesJaEn"
"MC","300694","host","Synonym"
"be doing","300695","used to do","ChoicesJaEn"
"will do","300695","used to do","ChoicesJaEn"
"use ~ to do","300695","used to do","Listening"
"plan to do","300695","used to do","Listening"
"began","300696","become","Listening"
"before","300696","become","Listening"
"forty","300699","forget","Listening"
"open","300701","learn","ChoicesJaEn"
"Asian","300708","European","ChoicesJaEn"
"African","300708","European","ChoicesJaEn"
"Italian","300708","European","Listening"
"Indian","300708","European","Listening"
"promise","300710","meeting","ChoicesJaEn"
"eating","300710","meeting","Listening"
"reading","300710","meeting","Listening"
"sleeping","300710","meeting","Listening"
"greeting","300710","meeting","Listening"
"painter","300711","audience","ChoicesJaEn"
"guide","300712","volunteer","ChoicesJaEn"
"walk home","300713","work well","Listening"
"wash hands","300713","work well","Listening"
"ally","300716","enemy","ChoicesJaEn"
"reader","300718","editor","ChoicesJaEn"
"painter","300718","editor","ChoicesJaEn"
"guide","300719","visitor","ChoicesJaEn"
"guide","300723","passenger","ChoicesJaEn"
"painter","300724","cashier","ChoicesJaEn"
"cushion","300724","cashier","Listening"
"painter","300725","photographer","ChoicesJaEn"
"painter","300726","writer","ChoicesJaEn"
"rider","300726","writer","Listening"
"promise","300727","habit","ChoicesJaEn"
"helmet","300727","habit","Listening"
"magic","300729","imagine","Listening"
"invite","300729","imagine","Listening"
"drawing","300730","photograph","ChoicesJaEn"
"phone number","300733","address","ChoicesJaEn"
"room number","300733","address","ChoicesJaEn"
"across","300733","address","Listening"
"gallery","300735","planetarium","ChoicesJaEn"
"promise","300737","schedule","ChoicesJaEn"
"airmail","300738","airline","Listening"
"birth","300739","earth","Listening"
"crab","300742","crop","Listening"
"visitors","300743","vegetables","Listening"
"vests","300743","vegetables","Listening"
"greeting card","300744","credit card","Listening"
"pretty hard","300744","credit card","Listening"
"hang up","300746","call ~ back","ChoicesJaEn"
"answer the phone","300746","call ~ back","ChoicesJaEn"
"send a message","300746","call ~ back","ChoicesJaEn"
"talk back","300746","call ~ back","Listening"
"fall back","300746","call ~ back","Listening"
"heat","300750","electricity","ChoicesJaEn"
"speed","300751","strength","ChoicesJaEn"
"heat","300751","strength","ChoicesJaEn"
"lunar","300752","solar","ChoicesJaEn"
"soda","300752","solar","Listening"
"seller","300752","solar","Listening"
"false","300753","force","Listening"
"enter","300755","energy","Listening"
"reading","300756","ready","Listening"
"prepared","300756","ready","Synonym"
"lightly","300761","likely","Listening"
"lively","300761","likely","Listening"
"weekly","300762","unlikely","Listening"
"promise","300763","matter","ChoicesJaEn"
"protect","300765","defend","Synonym"
"open","300766","press","ChoicesJaEn"
"pick up","300769","throw away","ChoicesJaEn"
"open","300769","throw away","ChoicesJaEn"
"throw up","300769","throw away","Listening"
"go away","300769","throw away","Listening"
"put away","300769","throw away","Listening"
"subtract","300770","add","ChoicesJaEn"
"subtract","300770","add","Antonym"
"dig up","300773","bury","Antonym"
"promise","300774","mystery","ChoicesJaEn"
"misty","300774","mystery","Listening"
"truck","300776","track","Listening"
"teach ~","300777","bring ~ up","ChoicesJaEn"
"help ~","300777","bring ~ up","ChoicesJaEn"
"call ~","300777","bring ~ up","ChoicesJaEn"
"send ~","300777","bring ~ up","ChoicesJaEn"
"state","300779","stage","Listening"
"allow","300780","arrive","Listening"
"agree","300780","arrive","Listening"
"reach","300780","arrive","Synonym"
"promise","300781","truth","ChoicesJaEn"
"truck","300781","truth","Listening"
"through","300781","truth","Listening"
"be worried that ~","300782","be aware that ~","ChoicesJaEn"
"be sure that ~","300782","be aware that ~","ChoicesJaEn"
"forget that ~","300782","be aware that ~","ChoicesJaEn"
"hope that ~","300782","be aware that ~","ChoicesJaEn"
"be afraid that ~","300782","be aware that ~","Listening"
"be sure that ~","300782","be aware that ~","Listening"
"be surprised that ~","300782","be aware that ~","Listening"
"know that ~","300782","be aware that ~","Synonym"
"visit ~","300784","hear from ~","ChoicesJaEn"
"help ~","300784","hear from ~","ChoicesJaEn"
"meet ~","300784","hear from ~","ChoicesJaEn"
"hear of ~","300784","hear from ~","Listening"
"care for ~","300784","hear from ~","Listening"
"get a message from ~","300784","hear from ~","Synonym"
"total","300786","discount","ChoicesJaEn"
"discuss","300786","discount","Listening"
"discounted","300786","discount","Listening"
"full price","300786","discount","Antonym"
"the United Kingdom","300787","the United States","Listening"
"United","300787","the United States","Listening"
"state","300787","the United States","Listening"
"flashy","300790","casual","ChoicesJaEn"
"candle","300790","casual","Listening"
"relaxed","300790","casual","Synonym"
"get up early","300791","stay up late","ChoicesJaEn"
"stand up straight","300791","stay up late","Listening"
"wake up early","300791","stay up late","Listening"
"take a break","300791","stay up late","Listening"
"say it again","300791","stay up late","Listening"
"go to bed early","300791","stay up late","Antonym"
"send a letter","300793","write back soon","ChoicesJaEn"
"make a call","300793","write back soon","ChoicesJaEn"
"come and see","300793","write back soon","ChoicesJaEn"
"come back soon","300793","write back soon","Listening"
"call back soon","300793","write back soon","Listening"
"write it down","300793","write back soon","Listening"
"right after school","300793","write back soon","Listening"
"promise","300794","news","ChoicesJaEn"
"carry ~","300795","ask for ~","ChoicesJaEn"
"choose ~","300795","ask for ~","ChoicesJaEn"
"close ~","300795","ask for ~","ChoicesJaEn"
"collect ~","300795","ask for ~","ChoicesJaEn"
"care for ~","300795","ask for ~","Listening"
"pay for ~","300795","ask for ~","Listening"
"at night","300797","at once","Listening"
"at lunch","300797","at once","Listening"
"inside","300798","immediately","Listening"
"anger","300799","danger","Listening"
"ranger","300799","danger","Listening"
"lab","300800","laboratory","Synonym"
"couch","300804","countryside","Listening"
"crown","300804","countryside","Listening"
"in a house","300805","in a hurry","Listening"
"in a hall","300805","in a hurry","Listening"
"in a hand","300805","in a hurry","Listening"
"in a hat","300805","in a hurry","Listening"
"lovely","300806","lonely","Listening"
"longly","300806","lonely","Listening"
"lowly","300806","lonely","Listening"
"kitty","300807","pity","Listening"
"thought","300809","though","Listening"
"through","300809","though","Listening"
"those","300809","though","Listening"
"protect","300811","rescue","ChoicesJaEn"
"risky","300811","rescue","Listening"
"write down","300812","record","Synonym"
"invite","300813","praise","ChoicesJaEn"
"plays","300813","praise","Listening"
"invite","300814","greet","ChoicesJaEn"
"praise A","300816","blame A for B","ChoicesJaEn"
"forgive A","300816","blame A for B","ChoicesJaEn"
"support A","300816","blame A for B","ChoicesJaEn"
"trust A","300816","blame A for B","ChoicesJaEn"
"praise A for B","300816","blame A for B","Listening"
"thank A for B","300816","blame A for B","Listening"
"ask A about B","300816","blame A for B","Listening"
"refuse A","300817","recommend A to B","ChoicesJaEn"
"choose A","300817","recommend A to B","ChoicesJaEn"
"fix A","300817","recommend A to B","ChoicesJaEn"
"ask A","300817","recommend A to B","ChoicesJaEn"
"send A to B","300817","recommend A to B","Listening"
"show A to B","300817","recommend A to B","Listening"
"explain A to B","300817","recommend A to B","Listening"
"suggest","300817","recommend A to B","Synonym"
"explain ~","300819","disagree with ~","ChoicesJaEn"
"practice ~","300819","disagree with ~","ChoicesJaEn"
"discuss with ~","300819","disagree with ~","Listening"
"deal with ~","300819","disagree with ~","Listening"
"go with ~","300819","disagree with ~","Listening"
"agree","300819","disagree with ~","Antonym"
"say again","300820","repeat","Synonym"
"promise ~","300821","apologize for ~","ChoicesJaEn"
"invite ~","300821","apologize for ~","ChoicesJaEn"
"introduce ~","300821","apologize for ~","ChoicesJaEn"
"apply for ~","300821","apologize for ~","Listening"
"prepare for ~","300821","apologize for ~","Listening"
"say sorry","300821","apologize for ~","Synonym"
"protect","300822","pronounce","Listening"
"choose ~","300823","agree with ~","ChoicesJaEn"
"explain ~","300823","agree with ~","ChoicesJaEn"
"visit ~","300823","agree with ~","ChoicesJaEn"
"go with ~","300823","agree with ~","Listening"
"deal with ~","300823","agree with ~","Listening"
"disagree","300823","agree with ~","Antonym"
"except","300824","accept","Listening"
"ask ~","300825","promise to do","ChoicesJaEn"
"practice ~","300825","promise to do","ChoicesJaEn"
"invite ~","300825","promise to do","ChoicesJaEn"
"plan to do","300825","promise to do","Listening"
"prepare to do","300825","promise to do","Listening"
"prefer to do","300825","promise to do","Listening"
"try to do","300825","promise to do","Listening"
"relaxed","300826","nervous","ChoicesJaEn"
"magic","300829","monster","ChoicesJaEn"
"gloves","300830","uniform","ChoicesJaEn"
"unicorn","300830","uniform","Listening"
"criteria","300831","cafeteria","Listening"
"canteen","300831","cafeteria","Synonym"
"borrow ~","300833","look ~ up","ChoicesJaEn"
"choose ~","300833","look ~ up","ChoicesJaEn"
"carry ~","300833","look ~ up","ChoicesJaEn"
"collect ~","300833","look ~ up","ChoicesJaEn"
"put ~ up","300833","look ~ up","Listening"
"take ~ up","300833","look ~ up","Listening"
"give ~ up","300833","look ~ up","Listening"
"past","300834","password","Listening"
"helicopter","300836","telescope","Listening"
"injection","300837","x-ray","ChoicesJaEn"
"essay","300837","x-ray","Listening"
"novice","300838","notice","Listening"
"microphone","300839","microscope","Listening"
"Good morning.","300840","See you then.","ChoicesJaEn"
"Thank you.","300840","See you then.","ChoicesJaEn"
"Take care.","300840","See you then.","ChoicesJaEn"
"See you there.","300840","See you then.","Listening"
"See me then.","300840","See you then.","Listening"
"cannon","300841","common","Listening"
"fog","300843","storm","ChoicesJaEn"
"promise","300844","communication","ChoicesJaEn"
"horn","300845","claw","ChoicesJaEn"
"wolf","300846","wool","Listening"
"invite","300847","surprise","ChoicesJaEn"
