"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
200631	2	clinic	診療所	a small place where doctors see patients	My mother went to the clinic this morning.	母は今朝その診療所へ行きました。	noun	2	2	""[""""診療所"""",""""病院"""",""""薬局"""",""""図書館"""",""""銀行""""]""	""[""""clinic"""",""""hospital"""",""""pharmacy"""",""""library"""",""""bank""""]""	""[""""clinic"""",""""climate"""",""""classic"""",""""clean"""",""""clock""""]""	[]	[]"
200632	2	bean	豆	a small seed used as food	I put some bean salad on my plate.	私は皿に豆のサラダをのせました。	noun	2	2	""[""""豆"""",""""米"""",""""パン"""",""""卵"""",""""魚""""]""	""[""""bean"""",""""rice"""",""""bread"""",""""egg"""",""""fish""""]""	""[""""bean"""",""""beach"""",""""bee"""",""""peach"""",""""green""""]""	[]	[]"
200633	2	doghouse	犬小屋	a small house for a dog	The dog is sleeping in its doghouse.	その犬は犬小屋で眠っています。	noun	2	1	""[""""犬小屋"""",""""鳥小屋"""",""""家"""",""""庭"""",""""門""""]""	""[""""doghouse"""",""""birdhouse"""",""""house"""",""""garden"""",""""gate""""]""	""[""""doghouse"""",""""dark house"""",""""dog"""",""""dollhouse"""",""""door""""]""	[]	[]"
200634	2	little	小さい	small in size	I have a little bag.	私は小さいかばんを持っています。	adjective	2	4	""[""""小さい"""",""""大きい"""",""""新しい"""",""""長い"""",""""重い""""]""	""[""""little"""",""""big"""",""""new"""",""""long"""",""""heavy""""]""	""[""""little"""",""""middle"""",""""listen"""",""""letter"""",""""simple""""]""	""[{""""word"""":""""small"""",""""note"""":""""より一般的な語""""}]""	""[{""""word"""":""""big"""",""""note"""":""""大きい""""}]"""
200635	2	cent	セント	a unit of money	This candy is ten cents.	このキャンディーは10セントです。	noun	2	2	""[""""セント"""",""""ドル"""",""""円"""",""""ユーロ"""",""""ポンド""""]""	""[""""cent"""",""""dollar"""",""""yen"""",""""euro"""",""""pound""""]""	""[""""cent"""",""""sent"""",""""sand"""",""""tent"""",""""send""""]""	[]	[]"
200636	2	hill	丘	a small high land	We walked up the hill.	私たちはその丘を歩いて登りました。	noun	2	3	""[""""丘"""",""""山"""",""""川"""",""""湖"""",""""森""""]""	""[""""hill"""",""""mountain"""",""""river"""",""""lake"""",""""forest""""]""	""[""""hill"""",""""fill"""",""""help"""",""""held"""",""""hall""""]""	[]	[]"
200637	2	harmonica	ハーモニカ	a small musical instrument you play with your mouth	He can play the harmonica well.	彼はハーモニカを上手に演奏できます。	noun	3	2	""[""""ハーモニカ"""",""""ピアノ"""",""""ギター"""",""""たいこ"""",""""ふえ""""]""	""[""""harmonica"""",""""piano"""",""""guitar"""",""""drum"""",""""flute""""]""	""[""""harmonica"""",""""monica"""",""""holiday"""",""""camera"""",""""banana""""]""	[]	[]"
200638	2	a few	少しの	some, but not many	I have a few books in my bag.	私はかばんの中に本を少し持っています。	determiner	2	4	""[""""少しの"""",""""たくさんの"""",""""すべての"""",""""いくつかの"""",""""多くの""""]""	""[""""a few"""",""""many"""",""""all"""",""""some"""",""""most""""]""	""[""""a few"""",""""a view"""",""""afraid"""",""""about"""",""""alive""""]""	""[{""""word"""":""""some"""",""""note"""":""""より広く使える語""""}]""	""[{""""word"""":""""many"""",""""note"""":""""数が多い""""}]"""
200639	2	card	カード	a small piece of paper or plastic	I got a birthday card from my friend.	私は友だちからバースデーカードをもらいました。	noun	2	4	""[""""カード"""",""""手紙"""",""""写真"""",""""切符"""",""""地図""""]""	""[""""card"""",""""letter"""",""""photo"""",""""ticket"""",""""map""""]""	""[""""card"""",""""cart"""",""""care"""",""""cap"""",""""kind""""]""	[]	[]"
200640	2	hamster	ハムスター	a small pet animal	I have a hamster at home.	私は家でハムスターを飼っています。	noun	2	2	""[""""ハムスター"""",""""うさぎ"""",""""ねこ"""",""""いぬ"""",""""ねずみ""""]""	""[""""hamster"""",""""rabbit"""",""""cat"""",""""dog"""",""""mouse""""]""	""[""""hamster"""",""""monster"""",""""master"""",""""hamper"""",""""campus""""]""	[]	[]"
200641	2	cafe	カフェ	a small restaurant for drinks and light meals	We had lunch at a cafe.	私たちはカフェで昼食をとりました。	noun	2	2	""[""""カフェ"""",""""レストラン"""",""""図書館"""",""""公園"""",""""駅""""]""	""[""""cafe"""",""""restaurant"""",""""library"""",""""park"""",""""station""""]""	""[""""cafe"""",""""coffee"""",""""cage"""",""""cake"""",""""case""""]""	[]	[]"
200642	2	pond	池	a small area of still water	There are fish in the pond.	その池には魚がいます。	noun	2	2	""[""""池"""",""""川"""",""""海"""",""""湖"""",""""島""""]""	""[""""pond"""",""""river"""",""""sea"""",""""lake"""",""""island""""]""	""[""""pond"""",""""bond"""",""""fond"""",""""point"""",""""pot""""]""	[]	[]"
200643	2	boat	ボート	a small vehicle for traveling on water	We went fishing in a boat.	私たちはボートで釣りに行きました。	noun	2	3	""[""""ボート"""",""""船"""",""""車"""",""""自転車"""",""""電車""""]""	""[""""boat"""",""""ship"""",""""car"""",""""bike"""",""""train""""]""	""[""""boat"""",""""coat"""",""""goat"""",""""note"""",""""road""""]""	""[{""""word"""":""""ship"""",""""note"""":""""boatより大きいことが多い""""}]""	[]"
200644	2	dolphin	イルカ	a smart animal that lives in the sea	We saw a dolphin at the aquarium.	私たちは水族館でイルカを見ました。	noun	2	2	""[""""イルカ"""",""""クジラ"""",""""サメ"""",""""アザラシ"""",""""ペンギン""""]""	""[""""dolphin"""",""""whale"""",""""shark"""",""""seal"""",""""penguin""""]""	""[""""dolphin"""",""""dollar"""",""""garden"""",""""doctor"""",""""golden""""]""	[]	[]"
200645	2	break	こわす	to damage something so it does not work	Don't break the window.	窓をこわさないでください。	verb	3	4	""[""""こわす"""",""""作る"""",""""開ける"""",""""閉める"""",""""運ぶ""""]""	""[""""break"""",""""make"""",""""open"""",""""close"""",""""carry""""]""	""[""""break"""",""""brick"""",""""black"""",""""brave"""",""""bread""""]""	[]	""[{""""word"""":""""fix"""",""""note"""":""""こわれたものを直す""""}]"""
200646	2	shampoo	シャンプー	soap for washing your hair	I need shampoo for my hair.	髪を洗うためにシャンプーが必要です。	noun	2	3	""[""""シャンプー"""",""""せっけん"""",""""くし"""",""""タオル"""",""""はぶらし""""]""	""[""""shampoo"""",""""soap"""",""""comb"""",""""towel"""",""""toothbrush""""]""	""[""""shampoo"""",""""shiny"""",""""shadow"""",""""sample"""",""""shallow""""]""	[]	[]"
200647	2	pillow	まくら	a soft thing for your head in bed	This pillow is very soft.	このまくらはとてもやわらかいです。	noun	2	3	""[""""まくら"""",""""ふとん"""",""""ベッド"""",""""毛布"""",""""シーツ""""]""	""[""""pillow"""",""""blanket"""",""""sheet"""",""""bed"""",""""futon""""]""	""[""""pillow"""",""""yellow"""",""""window"""",""""hello"""",""""below""""]""	[]	[]"
200648	2	cream	クリーム	a soft food or skin care substance	She put cream on the cake.	彼女はケーキにクリームをのせました。	noun	2	3	""[""""クリーム"""",""""バター"""",""""チーズ"""",""""ジャム"""",""""ソース""""]""	""[""""cream"""",""""butter"""",""""cheese"""",""""jam"""",""""sauce""""]""	""[""""cream"""",""""clean"""",""""green"""",""""dream"""",""""screen""""]""	[]	[]"
200649	2	grandson	孫息子	the son of your son or daughter	My grandson is five years old.	私の孫息子は5歳です。	noun	2	2	""[""""孫息子"""",""""息子"""",""""おい"""",""""兄弟"""",""""祖父""""]""	""[""""grandson"""",""""son"""",""""nephew"""",""""brother"""",""""grandfather""""]""	""[""""grandson"""",""""grandpa"""",""""grass"""",""""glad"""",""""handsome""""]""	[]	[]"
200650	2	Spanish	スペイン語	the language of Spain	She can speak Spanish well.	彼女はスペイン語を上手に話せます。	noun	2	3	""[""""スペイン語"""",""""英語"""",""""中国語"""",""""日本語"""",""""フランス語""""]""	""[""""Spanish"""",""""English"""",""""Chinese"""",""""Japanese"""",""""French""""]""	""[""""Spanish"""",""""English"""",""""finish"""",""""special"""",""""space""""]""	[]	[]"
200651	2	talk to	～に話す	to speak to someone	Please talk to your teacher.	先生に話してください。	verb	2	3	""[""""～に話す"""",""""～に手紙を書く"""",""""～を見る"""",""""～を待つ"""",""""～を助ける""""]""	""[""""talk to"""",""""write to"""",""""look at"""",""""wait for"""",""""help""""]""	""[""""talk to"""",""""walk"""",""""tall"""",""""top"""",""""take""""]""	""[{""""word"""":""""speak to"""",""""note"""":""""ほぼ同じ意味""""}]""	[]"
200652	2	talk	話す	to say words to someone	We talk after dinner.	私たちは夕食のあとに話します。	verb	2	4	""[""""話す"""",""""歩く"""",""""聞く"""",""""書く"""",""""歌う""""]""	""[""""talk"""",""""walk"""",""""listen"""",""""write"""",""""sing""""]""	""[""""talk"""",""""walk"""",""""tall"""",""""take"""",""""top""""]""	""[{""""word"""":""""speak"""",""""note"""":""""少しかたい言い方""""}]""	""[{""""word"""":""""listen"""",""""note"""":""""話すの反対で、聞くこと""""}]"""
200653	2	today's special	本日のおすすめ	a dish specially offered today	I want today's special.	私は本日のおすすめがほしいです。	noun	3	2	""[""""本日のおすすめ"""",""""飲み物メニュー"""",""""デザート"""",""""朝食"""",""""昼食""""]""	""[""""today's special"""",""""drink menu"""",""""dessert"""",""""breakfast"""",""""lunch""""]""	""[""""today's special"""",""""today's soup"""",""""daily special"""",""""table special"""",""""dinner special""""]""	""[{""""word"""":""""daily special"""",""""note"""":""""同じように使う表現""""}]""	[]"
200654	2	hockey	ホッケー	a sport played with sticks and a ball or puck	My brother plays hockey.	私の兄はホッケーをします。	noun	2	2	""[""""ホッケー"""",""""サッカー"""",""""テニス"""",""""野球"""",""""バスケットボール""""]""	""[""""hockey"""",""""soccer"""",""""tennis"""",""""baseball"""",""""basketball""""]""	""[""""hockey"""",""""happy"""",""""coffee"""",""""monkey"""",""""cookie""""]""	[]	[]"
200655	2	softball	ソフトボール	a game like baseball with a larger ball	We play softball after school.	私たちは放課後にソフトボールをします。	noun	2	2	""[""""ソフトボール"""",""""野球"""",""""サッカー"""",""""テニス"""",""""バスケットボール""""]""	""[""""softball"""",""""baseball"""",""""soccer"""",""""tennis"""",""""basketball""""]""	""[""""softball"""",""""snowball"""",""""soccer"""",""""shortstop"""",""""sunball""""]""	[]	[]"
200656	2	ski	スキーをする	to move on snow using skis	They ski in winter.	彼らは冬にスキーをします。	verb	2	2	""[""""スキーをする"""",""""泳ぐ"""",""""走る"""",""""踊る"""",""""登る""""]""	""[""""ski"""",""""swim"""",""""run"""",""""dance"""",""""climb""""]""	""[""""ski"""",""""sky"""",""""skip"""",""""seat"""",""""school""""]""	[]	[]"
200657	2	football	フットボール	a game played with a ball and goals	My brother likes football.	私の兄はフットボールが好きです。	noun	2	2	""[""""フットボール"""",""""野球"""",""""テニス"""",""""バレーボール"""",""""水泳""""]""	""[""""football"""",""""baseball"""",""""tennis"""",""""volleyball"""",""""swimming""""]""	""[""""football"""",""""footpath"""",""""goodball"""",""""basketball"""",""""fullback""""]""	[]	[]"
200658	2	rugby	ラグビー	a sport played with an oval ball	My brother plays rugby after school.	私の兄は放課後にラグビーをします。	noun	2	2	""[""""ラグビー"""",""""サッカー"""",""""野球"""",""""テニス"""",""""バスケットボール""""]""	""[""""rugby"""",""""soccer"""",""""baseball"""",""""tennis"""",""""basketball""""]""	""[""""rugby"""",""""ruby"""",""""rainy"""",""""robot"""",""""rabbit""""]""	[]	[]"
200659	2	golf	ゴルフ	a sport in which you hit a small ball into holes	My father likes golf very much.	私の父はゴルフがとても好きです。	noun	2	3	""[""""ゴルフ"""",""""テニス"""",""""野球"""",""""サッカー"""",""""水泳""""]""	""[""""golf"""",""""tennis"""",""""baseball"""",""""soccer"""",""""swimming""""]""	""[""""golf"""",""""gold"""",""""goal"""",""""gone"""",""""goat""""]""	[]	[]"
200660	2	ball	ボール	a round thing used in many sports and games	The ball is under the chair.	ボールはいすの下にあります。	noun	1	5	""[""""ボール"""",""""ラケット"""",""""バット"""",""""ネット"""",""""ゴール""""]""	""[""""ball"""",""""racket"""",""""bat"""",""""net"""",""""goal""""]""	""[""""ball"""",""""bell"""",""""bill"""",""""fall"""",""""wall""""]""	[]	[]"
200661	2	baseball game	野球の試合	a game of baseball	We watched a baseball game yesterday.	私たちは昨日、野球の試合を見ました。	noun	2	2	""[""""野球の試合"""",""""サッカーの試合"""",""""テニスの試合"""",""""バスケットボールの試合"""",""""バレーボールの試合""""]""	""[""""baseball game"""",""""soccer game"""",""""tennis match"""",""""basketball game"""",""""volleyball game""""]""	""[""""baseball game"""",""""basketball game"""",""""base game"""",""""birthday game"""",""""table game""""]""	[]	[]"
200662	2	coach	コーチ	a person who teaches a sport	Our coach is very kind.	私たちのコーチはとても親切です。	noun	2	3	""[""""コーチ"""",""""先生"""",""""選手"""",""""監督"""",""""チーム""""]""	""[""""coach"""",""""teacher"""",""""player"""",""""captain"""",""""member""""]""	""[""""coach"""",""""coat"""",""""code"""",""""coke"""",""""catch""""]""	""[{""""word"""":""""trainer"""",""""note"""":""""運動を教える人""""}]""	[]"
200663	2	sneakers	運動靴	shoes for sports or walking	I need new sneakers for P.E.	私は体育のために新しい運動靴が必要です。	noun	2	2	""[""""運動靴"""",""""長靴"""",""""サンダル"""",""""くつ下"""",""""手袋""""]""	""[""""sneakers"""",""""boots"""",""""sandals"""",""""socks"""",""""gloves""""]""	""[""""sneakers"""",""""speakers"""",""""snickers"""",""""sleepers"""",""""stickers""""]""	""[{""""word"""":""""shoes"""",""""note"""":""""より広い意味の語""""}]""	[]"
200664	2	star	星	a bright object in the night sky	I can see a star tonight.	今夜、私は星が見えます。	noun	2	4	""[""""星"""",""""月"""",""""太陽"""",""""空"""",""""雲""""]""	""[""""star"""",""""moon"""",""""sun"""",""""sky"""",""""cloud""""]""	""[""""star"""",""""start"""",""""store"""",""""stair"""",""""stone""""]""	[]	[]"
200665	2	I'll try again.	もう一度やってみます	I will do it one more time	I'll try again.	もう一度やってみます。	phrase	2	3	""[""""もう一度やってみます"""",""""わかりません"""",""""手伝ってください"""",""""ゆっくり話してください"""",""""大丈夫です""""]""	""[""""I'll try again."""",""""I don't know."""",""""Please help me."""",""""Please speak slowly."""",""""It's OK.""""]""	""[""""I'll try again."""",""""I'll ask again."""",""""I'll come again."""",""""I'll write again."""",""""I'll play again.""""]""	[]	[]"
200666	2	That's all.	それで全部です	there is nothing more	That's all.	それで全部です。	phrase	2	3	""[""""それで全部です"""",""""もう一度お願いします"""",""""気に入っています"""",""""あとで行きます"""",""""よくできました""""]""	""[""""That's all."""",""""One more time, please."""",""""I like it."""",""""I'll go later."""",""""Good job.""""]""	""[""""That's all."""",""""That's OK."""",""""That's right."""",""""That's nice."""",""""That's mine.""""]""	[]	[]"
200667	2	feel	感じる	to have a feeling	I feel much better now.	私は今ずっと気分がよいです。	verb	2	4	""[""""感じる"""",""""考える"""",""""知っている"""",""""見える"""",""""聞こえる""""]""	""[""""feel"""",""""think"""",""""know"""",""""see"""",""""hear""""]""	""[""""feel"""",""""fill"""",""""fell"""",""""field"""",""""feed""""]""	[]	[]"
200668	2	free	ひまな	not busy; having time	I will be free next week.	私は来週ひまです。	adjective	2	4	""[""""ひまな"""",""""忙しい"""",""""元気な"""",""""親切な"""",""""有名な""""]""	""[""""free"""",""""busy"""",""""well"""",""""kind"""",""""famous""""]""	""[""""free"""",""""tree"""",""""three"""",""""fry"""",""""fleet""""]""	[]	""[{""""word"""":""""busy"""",""""note"""":""""「忙しい」""""}]"""
200669	2	cold	かぜ	an illness like a common sickness	I have a cold today.	私は今日かぜをひいています。	noun	2	4	""[""""かぜ"""",""""頭痛"""",""""熱"""",""""せき"""",""""けが""""]""	""[""""cold"""",""""headache"""",""""fever"""",""""cough"""",""""injury""""]""	""[""""cold"""",""""could"""",""""code"""",""""coat"""",""""corn""""]""	[]	[]"
200670	2	call back	折り返し電話する	to call someone again later	I'll call back later.	あとで折り返し電話します。	verb	2	3	""[""""折り返し電話する"""",""""電話に出る"""",""""電話を切る"""",""""メッセージを送る"""",""""待つ""""]""	""[""""call back"""",""""answer"""",""""hang up"""",""""text"""",""""wait""""]""	""[""""call back"""",""""come back"""",""""call"""",""""talk"""",""""walk""""]""	[]	[]"
200671	2	think about	～について考える	to think carefully about something	I'll think about it.	それについて考えます。	verb	2	4	""[""""～について考える"""",""""～を忘れる"""",""""～を選ぶ"""",""""～を始める"""",""""～を見つける""""]""	""[""""think about"""",""""forget"""",""""choose"""",""""start"""",""""find""""]""	""[""""think about"""",""""think"""",""""sing about"""",""""talk about"""",""""bring about""""]""	[]	[]"
200672	2	go home	家に帰る	to return to your house	I'm going home now.	私は今、家に帰るところです。	verb	1	5	""[""""家に帰る"""",""""学校へ行く"""",""""店に入る"""",""""外で遊ぶ"""",""""ここに来る""""]""	""[""""go home"""",""""go to school"""",""""enter the store"""",""""play outside"""",""""come here""""]""	""[""""go home"""",""""go"""",""""come home"""",""""go out"""",""""get home""""]""	[]	[]"
200673	2	I have to go now.	もう行かなければなりません	used when you must leave now	I have to go now.	もう行かなければなりません。	phrase	2	4	""[""""もう行かなければなりません"""",""""今はひまです"""",""""ここにすわってください"""",""""あとで電話します"""",""""それが大好きです""""]""	""[""""I have to go now."""",""""I am very happy."""",""""Please open the door."""",""""I can play tennis."""",""""This is my bag.""""]""	""[""""I have to go now."""",""""I have to go home."""",""""I want to go now."""",""""I have to do it."""",""""I have to go out.""""]""	[]	[]"
200674	2	I don't feel well.	気分がよくありません	used when you are sick or not fine	I don't feel well.	気分がよくありません。	phrase	2	4	""[""""気分がよくありません"""",""""とても元気です"""",""""おなかがすいています"""",""""すぐに行きます"""",""""それはおもしろいです""""]""	""[""""I don't feel well."""",""""I am very busy."""",""""I like this song."""",""""Please sit here."""",""""We play after school.""""]""	""[""""I don't feel well."""",""""I don't sleep well."""",""""I don't look well."""",""""I can't feel well."""",""""I don't feel cold.""""]""	[]	[]"
200675	2	Not very good.	あまりよくない	used when something is not so good	Not very good.	あまりよくない。	phrase	2	3	""[""""あまりよくない"""",""""とてもよい"""",""""少し高い"""",""""とても速い"""",""""かなり新しい""""]""	""[""""Not very good."""",""""Very easy."""",""""Quite small."""",""""Really nice."""",""""Too busy.""""]""	""[""""Not very good."""",""""Not very big."""",""""Not very cold."""",""""Not very fast."""",""""Not very long.""""]""	[]	[]"
200676	2	These are on sale.	これらは特売です	used to say the things are being sold at a lower price	These are on sale.	これらは特売です。	sentence	2	3	""[""""これらは特売です"""",""""これらは新しいです"""",""""これらは高いです"""",""""これらは人気です"""",""""これらは同じです""""]""	""[""""These are on sale."""",""""These are new."""",""""These are expensive."""",""""These are popular."""",""""These are the same.""""]""	""[""""These are on sale."""",""""These are not cheap."""",""""These are very small."""",""""These are for school."""",""""These are my shoes.""""]""	[]	[]"
200677	2	be sick in bed	病気で寝ている	to stay in bed because you are ill	I was sick in bed last week.	私は先週、病気で寝ていました。	phrase	2	2	""[""""病気で寝ている"""",""""外で遊んでいる"""",""""学校へ歩いて行く"""",""""朝ごはんを作る"""",""""店で買い物をする""""]""	""[""""be sick in bed"""",""""play outside"""",""""walk to school"""",""""make breakfast"""",""""shop at a store""""]""	""[""""be sick in bed"""",""""sit on the bed"""",""""sleep in class"""",""""pick up the bag"""",""""read in the room""""]""	[]	[]"
200678	2	die	死ぬ	to stop living	Many fish die in dirty water.	多くの魚は汚れた水で死にます。	verb	2	3	""[""""死ぬ"""",""""生まれる"""",""""育つ"""",""""泳ぐ"""",""""落ちる""""]""	""[""""die"""",""""be born"""",""""grow"""",""""swim"""",""""fall""""]""	""[""""die"""",""""dry"""",""""dive"""",""""day"""",""""dark""""]""	[]	""[{""""word"""":""""live"""",""""note"""":""""生きていること""""}]"""
200679	2	wake	目を覚ます	to stop sleeping	I wake at six every morning.	私は毎朝6時に目を覚まします。	verb	2	3	""[""""目を覚ます"""",""""眠る"""",""""座る"""",""""歩く"""",""""待つ""""]""	""[""""wake"""",""""sleep"""",""""sit"""",""""walk"""",""""wait""""]""	""[""""wake"""",""""make"""",""""lake"""",""""week"""",""""walk""""]""	[]	""[{""""word"""":""""sleep"""",""""note"""":""""反対の動作""""}]"""
200680	2	wake up	起きる	to get out of sleep	I wake up at seven on Sundays.	私は日曜日に7時に起きます。	verb	2	3	""[""""起きる"""",""""寝る"""",""""食べる"""",""""走る"""",""""話す""""]""	""[""""wake up"""",""""sleep"""",""""eat"""",""""run"""",""""talk""""]""	""[""""wake up"""",""""make up"""",""""take up"""",""""wait"""",""""walk""""]""	""[{""""word"""":""""get up"""",""""note"""":""""bedから出る意味で近い""""}]""	""[{""""word"""":""""sleep"""",""""note"""":""""反対の動作""""}]"""
200681	2	give up	あきらめる	to stop trying	Don't give up so easily.	そんなに簡単にあきらめないで。	verb	2	3	""[""""あきらめる"""",""""始める"""",""""見つける"""",""""運ぶ"""",""""教える""""]""	""[""""give up"""",""""start"""",""""find"""",""""carry"""",""""teach""""]""	""[""""give up"""",""""pick up"""",""""get up"""",""""live"""",""""gift""""]""	""[{""""word"""":""""quit"""",""""note"""":""""やめるという意味で近い""""}]""	""[{""""word"""":""""continue"""",""""note"""":""""続ける""""}]"""
200682	2	closet	押し入れ	a small space for clothes or things	My bag is in the closet.	私のかばんは押し入れの中にあります。	noun	2	3	""[""""押し入れ"""",""""台所"""",""""玄関"""",""""天井"""",""""床""""]""	""[""""closet"""",""""kitchen"""",""""entrance"""",""""ceiling"""",""""floor""""]""	""[""""closet"""",""""close"""",""""cross"""",""""class"""",""""cloud""""]""	""[{""""word"""":""""cupboard"""",""""note"""":""""物をしまう戸棚""""}]""	[]"
200683	2	shop	店	a place where people buy things	My mother works at a shop.	私の母は店で働いています。	noun	1	5	""[""""店"""",""""駅"""",""""病院"""",""""公園"""",""""図書館""""]""	""[""""shop"""",""""station"""",""""hospital"""",""""park"""",""""library""""]""	""[""""shop"""",""""ship"""",""""shot"""",""""shock"""",""""shape""""]""	""[{""""word"""":""""store"""",""""note"""":""""特に米語でよく使う""""}]""	[]"
200684	2	violin	バイオリン	a musical instrument with strings	She can play the violin well.	彼女はバイオリンを上手に弾けます。	noun	2	2	""[""""バイオリン"""",""""ピアノ"""",""""ギター"""",""""太鼓"""",""""笛""""]""	""[""""violin"""",""""piano"""",""""guitar"""",""""drum"""",""""flute""""]""	""[""""violin"""",""""violet"""",""""village"""",""""visit"""",""""video""""]""	[]	[]"
200685	2	zebra	しまうま	an African animal with black and white stripes	I saw a zebra at the zoo.	私は動物園でしまうまを見ました。	noun	2	2	""[""""しまうま"""",""""きりん"""",""""らいおん"""",""""ぞう"""",""""さる""""]""	""[""""zebra"""",""""giraffe"""",""""lion"""",""""elephant"""",""""monkey""""]""	""[""""zebra"""",""""zero"""",""""zoo"""",""""singer"""",""""river""""]""	[]	[]"
200686	2	Thanks a lot.	どうもありがとう。	a casual way to thank someone very much	Thanks a lot for your help.	手伝ってくれてどうもありがとう。	phrase	2	4	""[""""どうもありがとう。"""",""""おはよう。"""",""""さようなら。"""",""""ごめんなさい。"""",""""はじめまして。""""]""	""[""""Thanks a lot."""",""""Good morning."""",""""Goodbye."""",""""I'm sorry."""",""""Nice to meet you.""""]""	""[""""Thanks a lot."""",""""Thanks."""",""""That is a lot."""",""""Thank you."""",""""Thanks a bunch.""""]""	[]	[]"
200687	2	classmate	クラスメート	a student in the same class as you	My classmate is very kind.	私のクラスメートはとても親切です。	noun	2	3	""[""""クラスメート"""",""""先生"""",""""生徒"""",""""友だち"""",""""兄弟""""]""	""[""""classmate"""",""""teacher"""",""""student"""",""""friend"""",""""brother""""]""	""[""""classmate"""",""""classroom"""",""""class"""",""""glass"""",""""classman""""]""	""[{""""word"""":""""schoolfriend"""",""""note"""":""""学校の友だち。classmate より広い""""}]""	[]"
200688	2	learn	学ぶ	to get knowledge or skill	We learn English at school.	私たちは学校で英語を学びます。	verb	2	4	""[""""学ぶ"""",""""教える"""",""""作る"""",""""使う"""",""""開く""""]""	""[""""learn"""",""""teach"""",""""make"""",""""use"""",""""open""""]""	""[""""learn"""",""""turn"""",""""long"""",""""line"""",""""land""""]""	""[{""""word"""":""""study"""",""""note"""":""""learnより「勉強する」に近い""""}]""	[]"
200689	2	hairstyle	髪型	the way someone's hair looks	I like her new hairstyle.	私は彼女の新しい髪型が好きです。	noun	3	2	""[""""髪型"""",""""服"""",""""帽子"""",""""顔"""",""""靴""""]""	""[""""hairstyle"""",""""clothes"""",""""hat"""",""""face"""",""""shoes""""]""	""[""""hairstyle"""",""""hairband"""",""""airplane"""",""""careful"""",""""stair""""]""	""[{""""word"""":""""haircut"""",""""note"""":""""cutった後の髪型に近い""""}]""	[]"
200690	2	junior	年下の	younger or lower in rank	My brother is junior to me in age.	私の兄弟は私より年下です。	adjective	3	2	""[""""年下の"""",""""年上の"""",""""若い"""",""""小さい"""",""""新しい""""]""	""[""""junior"""",""""senior"""",""""young"""",""""small"""",""""new""""]""	""[""""junior"""",""""genius"""",""""January"""",""""jungle"""",""""singer""""]""	""[{""""word"""":""""younger"""",""""note"""":""""年齢ではこちらがより自然""""}]""	""[{""""word"""":""""senior"""",""""note"""":""""年上の、上級の""""}]"""
200691	2	sunrise	日の出	the time when the sun comes up	We got up early to see the sunrise.	私たちは日の出を見るために早く起きました。	noun	2	2	""[""""日の出"""",""""日没"""",""""朝"""",""""昼"""",""""夜""""]""	""[""""sunrise"""",""""sunset"""",""""morning"""",""""noon"""",""""night""""]""	""[""""sunrise"""",""""sunlight"""",""""sunny"""",""""sunset"""",""""surprise""""]""	[]	""[{""""word"""":""""sunset"""",""""note"""":""""sunrise は日の出、sunset は日没""""}]"""
200692	2	sunset	日没	the time when the sun goes down	The sky was red at sunset.	日没のとき、空は赤かったです。	noun	2	2	""[""""日没"""",""""日の出"""",""""朝"""",""""昼"""",""""夜""""]""	""[""""sunset"""",""""sunrise"""",""""morning"""",""""noon"""",""""night""""]""	""[""""sunset"""",""""sunrise"""",""""sunny"""",""""sunlight"""",""""Sunday""""]""	[]	""[{""""word"""":""""sunrise"""",""""note"""":""""sunset は日没、sunrise は日の出""""}]"""
200693	2	weather	天気	the condition of the air outside	The weather is nice today.	今日は天気がよいです。	noun	1	5	""[""""天気"""",""""気温"""",""""季節"""",""""空"""",""""風""""]""	""[""""weather"""",""""temperature"""",""""season"""",""""sky"""",""""wind""""]""	""[""""weather"""",""""whether"""",""""winter"""",""""water"""",""""feather""""]""	[]	[]"
200694	2	even	〜でさえ	used to show something surprising	Even my little brother can do it.	弟でさえそれができます。	adverb	2	3	""[""""〜でさえ"""",""""たぶん"""",""""いつも"""",""""すぐに"""",""""とても""""]""	""[""""even"""",""""maybe"""",""""always"""",""""soon"""",""""very""""]""	""[""""even"""",""""ever"""",""""easy"""",""""evening"""",""""eleven""""]""	[]	[]"
200695	2	cake	ケーキ	a sweet baked food	She made a cake for my birthday.	彼女は私の誕生日にケーキを作ってくれました。	noun	1	4	""[""""ケーキ"""",""""パン"""",""""クッキー"""",""""パイ"""",""""キャンディー""""]""	""[""""cake"""",""""bread"""",""""cookie"""",""""pie"""",""""candy""""]""	""[""""cake"""",""""lake"""",""""make"""",""""cap"""",""""cook""""]""	[]	[]"
200696	2	dessert	デザート	sweet food eaten after a meal	We had ice cream for dessert.	私たちはデザートにアイスクリームを食べました。	noun	2	3	""[""""デザート"""",""""朝食"""",""""昼食"""",""""夕食"""",""""軽食""""]""	""[""""dessert"""",""""breakfast"""",""""lunch"""",""""dinner"""",""""snack""""]""	""[""""dessert"""",""""desert"""",""""result"""",""""lesson"""",""""doctor""""]""	""[{""""word"""":""""sweet"""",""""note"""":""""食後の甘いものを指すことがある""""}]""	[]"
