no	grade	word	meaning	definition	example	exampleMeaning	partOfSpeech	difficulty	frequency	choicesEnJa	choicesJaEn	choicesListening	synonyms	antonyms
100420	1	spring	春	the season after winter and before summer	We have many flowers in spring.	春にはたくさんの花があります。	noun	1	4	"[""春"",""夏"",""秋"",""冬"",""梅雨""]"	"[""spring"",""summer"",""fall"",""winter"",""rainy season""]"	"[""spring"",""string"",""spray"",""summer"",""fall""]"	[]	[]
100421	1	chair	いす	a seat for one person	This chair is old.	このいすは古いです。	noun	1	4	"[""いす"",""つくえ"",""ベッド"",""ドア"",""かばん""]"	"[""chair"",""desk"",""bed"",""door"",""bag""]"	"[""chair"",""share"",""cheer"",""desk"",""bed""]"	[]	[]
100422	1	February	2月	the second month of the year	My birthday is in February.	私の誕生日は2月です。	noun	1	3	"[""2月"",""1月"",""3月"",""4月"",""5月""]"	"[""February"",""January"",""March"",""April"",""May""]"	"[""February"",""January"",""factory"",""March"",""April""]"	[]	[]
100423	1	look	見る	to use your eyes to see something	Look at that bird.	あの鳥を見て。	verb	1	5	"[""見る"",""聞く"",""話す"",""歩く"",""読む""]"	"[""look"",""listen"",""speak"",""walk"",""read""]"	"[""look"",""book"",""cook"",""listen"",""speak""]"	[]	[]
100424	1	week	週	a period of seven days	I play tennis every week.	私は毎週テニスをします。	noun	1	4	"[""週"",""月"",""年"",""日"",""時間""]"	"[""week"",""month"",""year"",""day"",""hour""]"	"[""week"",""wake"",""wink"",""work"",""month""]"	[]	[]
100425	1	July	7月	the seventh month of the year	My birthday is in July.	私の誕生日は7月です。	noun	1	3	"[""7月"",""6月"",""8月"",""9月"",""12月""]"	"[""July"",""June"",""August"",""September"",""December""]"	"[""July"",""June"",""January"",""August"",""September""]"	[]	[]
100426	1	bright	明るい	full of light	The room is bright in the morning.	その部屋は朝は明るいです。	adjective	2	3	"[""明るい"",""暗い"",""新しい"",""暑い"",""広い""]"	"[""bright"",""dark"",""new"",""hot"",""wide""]"	"[""bright"",""blight"",""bride"",""dark"",""new""]"	[]	"[{""word"":""dark"",""note"":""光が少なくて暗い""}]"
100427	1	shrine	神社	a place where people pray	We visited a shrine in Kyoto.	私たちは京都で神社を訪れました。	noun	3	2	"[""神社"",""寺"",""教会"",""公園"",""駅""]"	"[""shrine"",""temple"",""church"",""park"",""station""]"	"[""shrine"",""shine"",""shrimp"",""temple"",""church""]"	[]	[]
100428	1	basketball	バスケットボール	a game with a ball and hoop	My brother plays basketball after school.	私の兄は放課後にバスケットボールをします。	noun	2	4	"[""バスケットボール"",""サッカー"",""野球"",""テニス"",""バレーボール""]"	"[""basketball"",""soccer"",""baseball"",""tennis"",""volleyball""]"	"[""basketball"",""baseball"",""basket"",""soccer"",""tennis""]"	[]	[]
100429	1	jacket	上着	a short coat you wear over a shirt	His jacket is blue.	彼の上着は青いです。	noun	2	4	"[""上着"",""シャツ"",""帽子"",""靴"",""ズボン""]"	"[""jacket"",""shirt"",""hat"",""shoes"",""pants""]"	"[""jacket"",""packet"",""rocket"",""shirt"",""hat""]"	[]	[]
100430	1	TV	テレビ	a machine you watch programs on	We watch TV after dinner.	私たちは夕食のあとにテレビを見ます。	noun	1	5	"[""テレビ"",""ラジオ"",""電話"",""時計"",""カメラ""]"	"[""TV"",""radio"",""phone"",""clock"",""camera""]"	"[""TV"",""tea"",""key"",""radio"",""phone""]"	"[{""word"":""television"",""note"":""TV の正式な言い方""}]"	[]
100431	1	it's	それは〜です	short form of it is	It's a new bag.	それは新しいかばんです。	contraction	1	5	"[""それは〜です"",""彼は〜です"",""彼女は〜です"",""私は〜です"",""あなたは〜です""]"	"[""it's"",""he's"",""she's"",""I'm"",""you're""]"	"[""it's"",""is"",""eat"",""sit"",""bag""]"	[]	[]
100432	1	she's	彼女は〜です	short form of she is	She's my teacher.	彼女は私の先生です。	contraction	1	4	"[""彼女は〜です"",""彼は〜です"",""私は〜です"",""あなたは〜です"",""それは〜です""]"	"[""she's"",""he's"",""I'm"",""you're"",""it's""]"	"[""she's"",""shoes"",""sheep"",""he's"",""I'm""]"	[]	[]
100433	1	that's	それは〜です	short form of that is	That's my bag.	それは私のかばんです。	contraction	1	5	"[""それは〜です"",""これは〜です"",""あれは〜です"",""私は〜です"",""あなたは〜です""]"	"[""that's"",""this is"",""that is"",""I'm"",""you're""]"	"[""that's"",""this"",""thanks"",""this is"",""that is""]"	[]	[]
100434	1	you're	あなたは〜です	short form of you are	You're my friend.	あなたは私の友だちです。	contraction	1	5	"[""あなたは〜です"",""私は〜です"",""彼は〜です"",""彼女は〜です"",""私たちは〜です""]"	"[""you're"",""I'm"",""he's"",""she's"",""we're""]"	"[""you're"",""yours"",""year"",""yellow"",""friend""]"	[]	[]
100435	1	close	閉める	to shut something	Please close the door.	ドアを閉めてください。	verb	2	4	"[""閉める"",""開ける"",""持つ"",""使う"",""洗う""]"	"[""close"",""open"",""hold"",""use"",""wash""]"	"[""close"",""clock"",""class"",""cross"",""open""]"	"[{""word"":""shut"",""note"":""closeとほぼ同じ意味""}]"	"[{""word"":""open"",""note"":""「開ける」""}]"
100436	1	wall	壁	a side of a room or building	There is a clock on the wall.	壁に時計があります。	noun	1	3	"[""壁"",""床"",""天井"",""窓"",""ドア""]"	"[""wall"",""floor"",""ceiling"",""window"",""door""]"	"[""wall"",""walk"",""warm"",""floor"",""ceiling""]"	[]	[]
100437	1	left	左	the side that is not right	The school is on the left.	学校は左側にあります。	noun	1	4	"[""左"",""右"",""前"",""後ろ"",""まっすぐ""]"	"[""left"",""right"",""front"",""back"",""straight""]"	"[""left"",""lift"",""last"",""right"",""front""]"	[]	"[{""word"":""right"",""note"":""反対の方向""}]"
100438	1	right	右	the side that is not left	My bag is on the right.	私のかばんは右側にあります。	noun	1	4	"[""右"",""左"",""前"",""後ろ"",""まっすぐ""]"	"[""right"",""left"",""front"",""back"",""straight""]"	"[""right"",""light"",""ride"",""rice"",""left""]"	[]	"[{""word"":""left"",""note"":""反対の方向""}]"
100439	1	one	1	the number 1	I have one dog.	私は犬を1匹飼っています。	number	1	5	"[""1"",""2"",""3"",""4"",""5""]"	"[""one"",""two"",""three"",""four"",""five""]"	"[""one"",""run"",""sun"",""want"",""two""]"	[]	[]
100440	1	aunt	おば	the sister of your father or mother	My aunt lives in Osaka.	私のおばは大阪に住んでいます。	noun	1	3	"[""おば"",""おじ"",""いとこ"",""祖母"",""姉""]"	"[""aunt"",""uncle"",""cousin"",""grandmother"",""sister""]"	"[""aunt"",""art"",""and"",""want"",""uncle""]"	[]	[]
100441	1	ride	乗る	to travel on a bike, bus, or horse	I ride my bike to school.	私は自転車に乗って学校へ行きます。	verb	1	4	"[""乗る"",""歩く"",""走る"",""泳ぐ"",""飛ぶ""]"	"[""ride"",""walk"",""run"",""swim"",""fly""]"	"[""ride"",""right"",""rice"",""walk"",""run""]"	[]	[]
100442	1	June	6月	the sixth month of the year	My birthday is in June.	私の誕生日は6月です。	noun	1	3	"[""6月"",""4月"",""5月"",""7月"",""8月""]"	"[""June"",""April"",""May"",""July"",""August""]"	"[""June"",""July"",""juice"",""April"",""May""]"	[]	[]
100443	1	hour	1時間	a period of sixty minutes	I studied English for an hour.	私は1時間英語を勉強しました。	noun	1	4	"[""1時間"",""1分"",""1秒"",""1日"",""1週間""]"	"[""hour"",""minute"",""second"",""day"",""week""]"	"[""hour"",""sour"",""tower"",""power"",""minute""]"	[]	[]
100444	1	minute	分	a period of sixty seconds	Please wait a minute.	1分待ってください。	noun	1	4	"[""分"",""時間"",""秒"",""日"",""週""]"	"[""minute"",""hour"",""second"",""day"",""week""]"	"[""minute"",""mind"",""mint"",""hour"",""second""]"	[]	[]
100445	1	good night	おやすみなさい	used when you go to bed at night	Good night, Mom.	おやすみなさい、お母さん。	phrase	1	5	"[""おやすみなさい"",""こんにちは"",""こんばんは"",""さようなら"",""ありがとう""]"	"[""good night"",""good evening"",""hello"",""goodbye"",""thank you""]"	"[""good night"",""good light"",""good right"",""good evening"",""hello""]"	[]	[]
100446	1	steak	ステーキ	a thick piece of meat or fish	I want steak for dinner.	夕食にステーキが食べたいです。	noun	2	3	"[""ステーキ"",""サラダ"",""スープ"",""パン"",""ごはん""]"	"[""steak"",""salad"",""soup"",""bread"",""rice""]"	"[""steak"",""stick"",""snake"",""salad"",""soup""]"	[]	[]
100447	1	skiing	スキー	the sport of moving on snow with skis	We enjoy skiing in winter.	私たちは冬にスキーを楽しみます。	noun	2	2	"[""スキー"",""水泳"",""野球"",""テニス"",""サッカー""]"	"[""skiing"",""swimming"",""baseball"",""tennis"",""soccer""]"	"[""skiing"",""seeing"",""skating"",""swimming"",""baseball""]"	[]	[]
100448	1	town	町	a place smaller than a city	My aunt lives in a small town.	私のおばは小さな町に住んでいます。	noun	1	3	"[""町"",""村"",""都市"",""国"",""公園""]"	"[""town"",""village"",""city"",""country"",""park""]"	"[""town"",""down"",""tall"",""village"",""city""]"	[]	[]
100449	1	short	短い	not long	Her hair is short.	彼女の髪は短いです。	adjective	1	4	"[""短い"",""長い"",""高い"",""低い"",""新しい""]"	"[""short"",""long"",""tall"",""low"",""new""]"	"[""short"",""shirt"",""shot"",""long"",""tall""]"	[]	"[{""word"":""long"",""note"":""長さが反対""}]"
100450	1	mouse	ねずみ	a small animal with a long tail	I saw a mouse in the kitchen.	私は台所でねずみを見ました。	noun	1	2	"[""ねずみ"",""いぬ"",""ねこ"",""うさぎ"",""とり""]"	"[""mouse"",""dog"",""cat"",""rabbit"",""bird""]"	"[""mouse"",""mouth"",""house"",""dog"",""cat""]"	[]	[]
100451	1	village	村	a very small town in the country	My grandparents live in a small village.	私の祖父母は小さな村に住んでいます。	noun	1	2	"[""村"",""町"",""都市"",""島"",""湖""]"	"[""village"",""town"",""city"",""island"",""lake""]"	"[""village"",""visit"",""message"",""town"",""city""]"	[]	[]
100452	1	cookie	クッキー	a small sweet baked food	I ate a cookie after lunch.	私は昼食のあとでクッキーを1枚食べました。	noun	1	2	"[""クッキー"",""ケーキ"",""パン"",""あめ"",""パイ""]"	"[""cookie"",""cake"",""bread"",""candy"",""pie""]"	"[""cookie"",""cooking"",""book"",""cake"",""bread""]"	"[{""word"":""biscuit"",""note"":""英ではこちらもよく使う""}]"	[]
100453	1	laugh	笑う	to make a happy sound with your voice	The children laugh together.	子どもたちは一緒に笑います。	verb	1	2	"[""笑う"",""泣く"",""話す"",""歌う"",""走る""]"	"[""laugh"",""cry"",""talk"",""sing"",""run""]"	"[""laugh"",""rough"",""love"",""cry"",""talk""]"	[]	"[{""word"":""cry"",""note"":""笑うの反対に近い基本語""}]"
100454	1	music	音楽	sounds made for singing or playing	I like music very much.	私は音楽がとても好きです。	noun	1	5	"[""音楽"",""映画"",""歌"",""絵"",""写真""]"	"[""music"",""movie"",""song"",""picture"",""photo""]"	"[""music"",""museum"",""magic"",""movie"",""song""]"	[]	[]
100455	1	room	部屋	a part of a house or building	This room is very clean.	この部屋はとてもきれいです。	noun	1	5	"[""部屋"",""台所"",""ドア"",""窓"",""机""]"	"[""room"",""kitchen"",""door"",""window"",""desk""]"	"[""room"",""roof"",""rule"",""kitchen"",""door""]"	[]	[]
100456	1	say	言う	to speak words	Please say your name.	あなたの名前を言ってください。	verb	1	5	"[""言う"",""聞く"",""書く"",""読む"",""見る""]"	"[""say"",""hear"",""write"",""read"",""see""]"	"[""say"",""day"",""stay"",""hear"",""write""]"	[]	[]
100457	1	I	わたし	the person who is speaking	I am in the room.	わたしは部屋にいます。	pronoun	1	5	"[""わたし"",""あなた"",""彼"",""彼女"",""それ""]"	"[""I"",""you"",""he"",""she"",""it""]"	"[""I"",""ice"",""my"",""hi"",""you""]"	[]	[]
100458	1	at	～で、～に	at a place or time	She is at school.	彼女は学校にいます。	preposition	1	5	"[""～で、～に"",""～の中に"",""～の上に"",""～の下に"",""～の近くに""]"	"[""at"",""in"",""on"",""under"",""near""]"	"[""at"",""hat"",""cat"",""in"",""on""]"	[]	[]
100459	1	curry	カレー	a spicy dish with sauce	We eat curry for dinner.	私たちは夕食にカレーを食べます。	noun	1	3	"[""カレー"",""スープ"",""サラダ"",""パン"",""ごはん""]"	"[""curry"",""soup"",""salad"",""bread"",""rice""]"	"[""curry"",""carry"",""color"",""soup"",""salad""]"	[]	[]
100460	1	badminton	バドミントン	a game with rackets and a shuttlecock	I play badminton after school.	私は放課後にバドミントンをします。	noun	1	2	"[""バドミントン"",""テニス"",""野球"",""サッカー"",""水泳""]"	"[""badminton"",""tennis"",""baseball"",""soccer"",""swimming""]"	"[""badminton"",""basketball"",""bedroom"",""tennis"",""baseball""]"	[]	[]
100461	1	PE	体育	the school subject of sports and exercise	We have PE on Friday.	私たちは金曜日に体育があります。	noun	1	2	"[""体育"",""音楽"",""数学"",""理科"",""英語""]"	"[""PE"",""music"",""math"",""science"",""English""]"	"[""PE"",""TV"",""tea"",""music"",""math""]"	[]	[]
100462	1	shower	シャワー	washing your body with falling water	I take a shower every morning.	私は毎朝シャワーを浴びます。	noun	1	3	"[""シャワー"",""おふろ"",""せんめんだい"",""タオル"",""せっけん""]"	"[""shower"",""bath"",""sink"",""towel"",""soap""]"	"[""shower"",""flower"",""sour"",""bath"",""sink""]"	[]	[]
100463	1	morning	朝	the early part of the day	I study English in the morning.	私は朝に英語を勉強します。	noun	1	5	"[""朝"",""昼"",""夜"",""夕方"",""正午""]"	"[""morning"",""noon"",""night"",""evening"",""afternoon""]"	"[""morning"",""warning"",""boring"",""noon"",""night""]"	[]	[]
100464	1	Monday	月曜日	the day after Sunday	We have music class on Monday.	私たちは月曜日に音楽の授業があります。	noun	1	5	"[""月曜日"",""火曜日"",""水曜日"",""木曜日"",""金曜日""]"	"[""Monday"",""Tuesday"",""Wednesday"",""Thursday"",""Friday""]"	"[""Monday"",""Sunday"",""money"",""Tuesday"",""Wednesday""]"	[]	[]
100465	1	from	〜から	starting at a place, time, or person	This letter is from my friend.	この手紙は私の友だちからです。	preposition	1	5	"[""〜から"",""〜まで"",""〜の中に"",""〜の上に"",""〜と一緒に""]"	"[""from"",""to"",""in"",""on"",""with""]"	"[""from"",""frog"",""front"",""to"",""in""]"	[]	[]
100466	1	live	住む	to have your home in a place	I live in Tokyo.	私は東京に住んでいます。	verb	1	5	"[""住む"",""行く"",""来る"",""食べる"",""待つ""]"	"[""live"",""go"",""come"",""eat"",""wait""]"	"[""live"",""leave"",""like"",""go"",""come""]"	[]	[]
100467	1	wait	待つ	to stay until someone or something comes	Please wait here.	ここで待ってください。	verb	1	4	"[""待つ"",""歩く"",""話す"",""座る"",""開ける""]"	"[""wait"",""walk"",""talk"",""sit"",""open""]"	"[""wait"",""wet"",""wake"",""walk"",""talk""]"	[]	[]
100468	1	stairs	階段	steps inside a building	Go up the stairs.	階段を上がってください。	noun	1	3	"[""階段"",""ドア"",""窓"",""机"",""いす""]"	"[""stairs"",""door"",""window"",""desk"",""chair""]"	"[""stairs"",""stars"",""stores"",""door"",""window""]"	[]	[]
100469	1	card	カード	a small piece of paper or plastic	I have a card in my bag.	私はかばんの中にカードを持っています。	noun	1	3	"[""カード"",""手紙"",""地図"",""写真"",""切符""]"	"[""card"",""letter"",""map"",""photo"",""ticket""]"	"[""card"",""car"",""cart"",""letter"",""map""]"	[]	[]
100470	1	guitar	ギター	a musical instrument with strings	My brother can play the guitar.	私の兄はギターをひくことができます。	noun	1	2	"[""ギター"",""ピアノ"",""ドラム"",""バイオリン"",""フルート""]"	"[""guitar"",""piano"",""drum"",""violin"",""flute""]"	"[""guitar"",""garden"",""teacher"",""piano"",""drum""]"	[]	[]
100471	1	tiger	トラ	a large wild cat with black stripes	The tiger is very strong.	そのトラはとても強いです。	noun	1	2	"[""トラ"",""ライオン"",""クマ"",""オオカミ"",""キツネ""]"	"[""tiger"",""lion"",""bear"",""wolf"",""fox""]"	"[""tiger"",""timer"",""title"",""lion"",""bear""]"	[]	[]
100472	1	love	愛する	to like someone or something very much	I love my family.	私は家族を愛しています。	verb	1	5	"[""愛する"",""嫌う"",""知る"",""助ける"",""待つ""]"	"[""love"",""hate"",""know"",""help"",""wait""]"	"[""love"",""live"",""leave"",""hate"",""know""]"	[]	"[{""word"":""hate"",""note"":""強く嫌う""}]"
100473	1	hate	嫌う	to dislike someone or something very much	I hate spiders.	私はクモが大きらいです。	verb	1	4	"[""嫌う"",""愛する"",""使う"",""開ける"",""見つける""]"	"[""hate"",""love"",""use"",""open"",""find""]"	"[""hate"",""late"",""hot"",""love"",""use""]"	[]	"[{""word"":""love"",""note"":""強く好きである""}]"
100474	1	science	理科	the study of nature and the world	Science is my favorite subject.	理科は私のいちばん好きな教科です。	noun	1	4	"[""理科"",""音楽"",""歴史"",""数学"",""英語""]"	"[""science"",""music"",""history"",""math"",""English""]"	"[""science"",""sign"",""since"",""music"",""history""]"	[]	[]
100475	1	math	数学	the school subject about numbers	Math is my favorite subject.	数学は私の好きな教科です。	noun	1	4	"[""数学"",""理科"",""英語"",""音楽"",""歴史""]"	"[""math"",""science"",""English"",""music"",""history""]"	"[""math"",""mouth"",""map"",""science"",""English""]"	"[{""word"":""mathematics"",""note"":""math の正式な形""}]"	[]
100476	1	history	歴史	the study of the past	We study history at school.	私たちは学校で歴史を勉強します。	noun	1	4	"[""歴史"",""数学"",""理科"",""音楽"",""美術""]"	"[""history"",""math"",""science"",""music"",""art""]"	"[""history"",""story"",""mystery"",""math"",""science""]"	[]	[]
100477	1	cool	涼しい	a little cold in a nice way	It is cool this morning.	今朝は涼しいです。	adjective	1	5	"[""涼しい"",""暑い"",""寒い"",""暖かい"",""乾いた""]"	"[""cool"",""hot"",""cold"",""warm"",""dry""]"	"[""cool"",""school"",""cook"",""hot"",""cold""]"	[]	"[{""word"":""hot"",""note"":""温度が高い""}]"
100478	1	sweet	甘い	having a sugar taste	This cake is sweet.	このケーキは甘いです。	adjective	1	3	"[""甘い"",""辛い"",""苦い"",""すっぱい"",""しょっぱい""]"	"[""sweet"",""spicy"",""bitter"",""sour"",""salty""]"	"[""sweet"",""street"",""sweep"",""spicy"",""bitter""]"	[]	"[{""word"":""bitter"",""note"":""「苦い」味""}]"
100479	1	How about this one?	これはどうですか	used to suggest one thing	How about this one?	これはどうですか。	expression	2	2	"[""これはどうですか"",""あれはいくらですか"",""どこにありますか"",""何をしていますか"",""だれのものですか""]"	"[""How about this one?"",""How much is that one?"",""Where is it?"",""What are you doing?"",""Whose is this?""]"	"[""How about this one?"",""How about that one?"",""What about this one?"",""How much is that one?"",""Where is it?""]"	[]	[]
100480	1	east	東	the direction where the sun rises	The sun comes up in the east.	太陽は東からのぼります。	noun	1	2	"[""東"",""西"",""南"",""北"",""中央""]"	"[""east"",""west"",""south"",""north"",""middle""]"	"[""east"",""easy"",""eat"",""west"",""south""]"	[]	"[{""word"":""west"",""note"":""反対の方角""}]"
100481	1	west	西	the direction where the sun goes down	The sun sets in the west.	太陽は西に沈みます。	noun	1	3	"[""西"",""東"",""南"",""北"",""中央""]"	"[""west"",""east"",""south"",""north"",""center""]"	"[""west"",""best"",""nest"",""east"",""south""]"	[]	"[{""word"":""east"",""note"":""反対の方角""}]"
100482	1	sunny	晴れた	having a lot of sunshine	It is sunny today.	今日は晴れています。	adjective	1	4	"[""晴れた"",""雨の"",""曇った"",""風の強い"",""雪の""]"	"[""sunny"",""rainy"",""cloudy"",""windy"",""snowy""]"	"[""sunny"",""funny"",""Sunday"",""rainy"",""cloudy""]"	[]	"[{""word"":""cloudy"",""note"":""空がくもっている""},{""word"":""rainy"",""note"":""雨が降っている""}]"
100483	1	drink	飲む	to take liquid into your mouth	I drink milk every morning.	私は毎朝牛乳を飲みます。	verb	1	5	"[""飲む"",""食べる"",""買う"",""作る"",""持つ""]"	"[""drink"",""eat"",""buy"",""make"",""carry""]"	"[""drink"",""bring"",""dream"",""eat"",""buy""]"	[]	[]
100484	1	cute	かわいい	pretty and lovely	The baby is cute.	その赤ちゃんはかわいいです。	adjective	1	3	"[""かわいい"",""かっこいい"",""やさしい"",""おもしろい"",""げんきな""]"	"[""cute"",""cool"",""kind"",""funny"",""happy""]"	"[""cute"",""cube"",""cut"",""cool"",""kind""]"	"[{""word"":""pretty"",""note"":""見た目がかわいいときによく使う""}]"	"[{""word"":""ugly"",""note"":""見た目がかわいくない""}]"
100485	1	cake	ケーキ	a sweet food made in an oven	I want some cake.	私はケーキがほしいです。	noun	1	3	"[""ケーキ"",""パン"",""クッキー"",""パイ"",""キャンディー""]"	"[""cake"",""bread"",""cookie"",""pie"",""candy""]"	"[""cake"",""lake"",""make"",""bread"",""cookie""]"	[]	[]
100486	1	fruit	くだもの	food like apples and bananas	I eat fruit every day.	私は毎日くだものを食べます。	noun	1	3	"[""くだもの"",""やさい"",""ごはん"",""パン"",""にく""]"	"[""fruit"",""vegetable"",""rice"",""bread"",""meat""]"	"[""fruit"",""frog"",""front"",""vegetable"",""rice""]"	[]	[]
100487	1	candy	あめ	a sweet food made with sugar	I have some candy in my bag.	私はかばんにあめを持っています。	noun	1	3	"[""あめ"",""ケーキ"",""パン"",""くだもの"",""ジュース""]"	"[""candy"",""cake"",""bread"",""fruit"",""juice""]"	"[""candy"",""candle"",""can"",""cake"",""bread""]"	"[{""word"":""sweet"",""note"":""イギリス英語では「あめ」を表すことがある。""}]"	[]
100488	1	sugar	さとう	a sweet white thing used in food	Do you want sugar in your tea?	紅茶にさとうを入れますか。	noun	1	3	"[""さとう"",""しお"",""こしょう"",""こめ"",""こむぎこ""]"	"[""sugar"",""salt"",""pepper"",""rice"",""flour""]"	"[""sugar"",""summer"",""supper"",""salt"",""pepper""]"	[]	[]
100489	1	desk	机	a table for studying or working	My books are on the desk.	私の本はその机の上にあります。	noun	1	4	"[""机"",""いす"",""棚"",""テーブル"",""ベッド""]"	"[""desk"",""chair"",""shelf"",""table"",""bed""]"	"[""desk"",""disk"",""dusk"",""chair"",""shelf""]"	[]	[]
100490	1	camera	カメラ	a thing used to take pictures	This camera is new.	このカメラは新しいです。	noun	1	3	"[""カメラ"",""時計"",""かばん"",""自転車"",""地図""]"	"[""camera"",""watch"",""bag"",""bike"",""map""]"	"[""camera"",""camel"",""campus"",""watch"",""bag""]"	[]	[]
100491	1	talk with ~	～と話す	to speak to someone	I talk with my friend after school.	私は放課後に友だちと話します。	verb phrase	1	3	"[""～と話す"",""～を見る"",""～と遊ぶ"",""～を知っている"",""～を手伝う""]"	"[""talk with ~"",""play with ~"",""look at ~"",""know ~"",""help ~""]"	"[""talk with ~"",""walk with ~"",""talk to ~"",""work with ~"",""play with ~""]"	"[{""word"":""talk to ~"",""note"":""人に話しかけたり会話したりする表現。""}]"	[]
100492	1	tree	木	a tall plant with a trunk	The tree is very tall.	その木はとても高いです。	noun	1	4	"[""木"",""花"",""草"",""葉"",""森""]"	"[""tree"",""flower"",""grass"",""leaf"",""forest""]"	"[""tree"",""train"",""trip"",""flower"",""grass""]"	[]	[]
100493	1	milk tea	ミルクティー	tea with milk in it	I drink milk tea after lunch.	私は昼食のあとにミルクティーを飲みます。	noun	1	2	"[""ミルクティー"",""緑茶"",""水"",""ジュース"",""コーヒー""]"	"[""milk tea"",""green tea"",""water"",""juice"",""coffee""]"	"[""milk tea"",""green tea"",""milky"",""water"",""juice""]"	[]	[]
100494	1	cry	泣く	to have tears from your eyes	The baby is crying.	赤ちゃんが泣いています。	verb	1	4	"[""泣く"",""笑う"",""走る"",""歌う"",""話す""]"	"[""cry"",""laugh"",""run"",""sing"",""speak""]"	"[""cry"",""climb"",""cloud"",""laugh"",""run""]"	[]	"[{""word"":""laugh"",""note"":""泣くの反対に近い基本語""}]"
100495	1	fifteen	15	the number 15	I have fifteen pencils.	私は15本のえんぴつを持っています。	number	1	3	"[""15"",""13"",""14"",""16"",""17""]"	"[""fifteen"",""thirteen"",""fourteen"",""sixteen"",""seventeen""]"	"[""fifteen"",""fifty"",""fourteen"",""thirteen"",""seventeen""]"	[]	[]
100496	1	eleven	11	the number after ten	I have eleven pencils.	私はえんぴつを11本持っています。	number	1	3	"[""11"",""12"",""13"",""14"",""15""]"	"[""eleven"",""twelve"",""thirteen"",""fourteen"",""fifteen""]"	"[""eleven"",""seven"",""lemon"",""twelve"",""thirteen""]"	[]	[]
100497	1	twelve	12	the number after eleven	She is twelve years old.	彼女は12歳です。	number	1	3	"[""12"",""11"",""13"",""14"",""15""]"	"[""twelve"",""eleven"",""thirteen"",""fourteen"",""fifteen""]"	"[""twelve"",""twenty"",""table"",""eleven"",""thirteen""]"	[]	[]
100498	1	thousand	千	the number 1,000	The town has one thousand people.	その町には1000人が住んでいます。	number	2	2	"[""千"",""百"",""万"",""十"",""一""]"	"[""thousand"",""hundred"",""million"",""ten"",""one""]"	"[""thousand"",""thunder"",""ticket"",""hundred"",""million""]"	[]	[]
100499	1	hundred	百	the number 100	There are one hundred books here.	ここには100冊の本があります。	number	1	4	"[""百"",""千"",""十"",""一"",""百万""]"	"[""hundred"",""thousand"",""ten"",""one"",""million""]"	"[""hundred"",""hundreds"",""hunter"",""thousand"",""ten""]"	[]	[]
100500	1	October	10月	the tenth month of the year	My school festival is in October.	私の学校祭は10月にあります。	noun	1	3	"[""10月"",""9月"",""11月"",""8月"",""12月""]"	"[""October"",""September"",""November"",""August"",""December""]"	"[""October"",""actor"",""doctor"",""September"",""November""]"	[]	[]
100501	1	thank you for your letter	お手紙をありがとう	used to thank someone for a letter	Thank you for your letter, Ken.	ケン、お手紙をありがとう。	phrase	1	2	"[""お手紙をありがとう"",""お電話をありがとう"",""プレゼントをありがとう"",""メールをありがとう"",""お写真をありがとう""]"	"[""thank you for your letter"",""thank you for your call"",""thank you for your present"",""thank you for your email"",""thank you for your picture""]"	"[""thank you for your letter"",""thank you for your better"",""thank you for your later"",""thank you for your call"",""thank you for your present""]"	[]	[]
100502	1	March	3月	the third month of the year	My birthday is in March.	私の誕生日は3月です。	noun	1	3	"[""3月"",""4月"",""5月"",""6月"",""7月""]"	"[""March"",""April"",""May"",""June"",""July""]"	"[""March"",""much"",""mark"",""April"",""May""]"	[]	[]
100503	1	today	今日	on this day	I am busy today.	私は今日忙しいです。	adverb	1	5	"[""今日"",""昨日"",""明日"",""今夜"",""朝""]"	"[""today"",""yesterday"",""tomorrow"",""tonight"",""morning""]"	"[""today"",""toy"",""Tuesday"",""yesterday"",""tomorrow""]"	[]	[]
100504	1	thirty	30	the number 30	There are thirty students in the room.	その部屋には30人の生徒がいます。	number	1	3	"[""30"",""13"",""20"",""40"",""50""]"	"[""thirty"",""thirteen"",""twenty"",""forty"",""fifty""]"	"[""thirty"",""thirteen"",""forty"",""twenty"",""fifty""]"	[]	[]
100505	1	afternoon	午後	the time after noon and before evening	I play tennis in the afternoon.	私は午後にテニスをします。	noun	1	4	"[""午後"",""朝"",""夜"",""夕方"",""正午""]"	"[""afternoon"",""morning"",""night"",""evening"",""noon""]"	"[""afternoon"",""after"",""afraid"",""morning"",""night""]"	[]	[]
100506	1	night	夜	the dark time after evening	The stars are beautiful at night.	夜、星は美しいです。	noun	1	5	"[""夜"",""朝"",""午後"",""夕方"",""正午""]"	"[""night"",""morning"",""afternoon"",""evening"",""noon""]"	"[""night"",""light"",""right"",""morning"",""afternoon""]"	[]	"[{""word"":""day"",""note"":""昼ではなく一日全体でも使う基本語""}]"
100507	1	Ms.	～さん（女性、結婚不問）	a title for a woman, married or not	This is Ms. Brown.	こちらはブラウンさんです。	noun	1	3	"[""～さん（女性、結婚不問）"",""～さん（男性）"",""～夫人"",""～先生"",""～君""]"	"[""Ms."",""Mr."",""Mrs."",""Dr."",""sir""]"	"[""Ms."",""miss"",""mess"",""Mr."",""Mrs.""]"	[]	[]
