"no	grade	word	japanese	description	sentence	japanese_sentence	pos	difficulty	frequency	""[""""年"""",""""月"""",""""週"""",""""日"""",""""時間""""]""	""[""""year"""",""""month"""",""""week"""",""""day"""",""""hour""""]""	""[""""year"""",""""ear"""",""""near"""",""""dear"""",""""yard""""]""	[]	[]"
400901	4	take it easy	気楽にやる	to relax and not worry too much	You look tired, so take it easy today.	疲れているようだから、今日は気楽にやってね。	verb	4	3	""[""""気楽にやる"""",""""急ぐ"""",""""あきらめる"""",""""集中する"""",""""準備する""""]""	""[""""take it easy"""",""""hurry up"""",""""give up"""",""""focus on"""",""""get ready""""]""	""[""""take it easy"""",""""take a seat"""",""""take a test"""",""""take a bus"""",""""take a rest""""]""	""[{""""word"""":""""relax"""",""""note"""":""""より短い基本語""""}]""	""[{""""word"""":""""hurry"""",""""note"""":""""急ぐこと""""}]"""
400902	4	memorial	記念の	made to remember a person or event	They built a memorial hall for the famous writer.	彼らはその有名な作家のために記念ホールを建てた。	adjective	4	3	""[""""記念の"""",""""歴史的な"""",""""伝統的な"""",""""公式の"""",""""公共の""""]""	""[""""memorial"""",""""historic"""",""""traditional"""",""""official"""",""""public""""]""	""[""""memorial"""",""""material"""",""""memory"""",""""ministerial"""",""""tutorial""""]""	""[{""""word"""":""""commemorative"""",""""note"""":""""やや硬い表現""""}]""	[]"
400903	4	eliminate	取り除く	to remove something unwanted	We need to eliminate errors from the report.	私たちは報告書から誤りを取り除く必要がある。	verb	5	3	""[""""取り除く"""",""""集める"""",""""広げる"""",""""守る"""",""""加える""""]""	""[""""eliminate"""",""""collect"""",""""spread"""",""""protect"""",""""add""""]""	""[""""eliminate"""",""""estimate"""",""""elevate"""",""""decorate"""",""""celebrate""""]""	""[{""""word"""":""""remove"""",""""note"""":""""より基本的な語""""},{""""word"""":""""get rid of"""",""""note"""":""""口語でよく使う""""}]""	""[{""""word"""":""""add"""",""""note"""":""""加える""""},{""""word"""":""""keep"""",""""note"""":""""そのまま残す""""}]"""
400904	4	erase	消す	to remove writing or marks	Please erase the answer on the board.	黒板の答えを消してください。	verb	3	4	""[""""消す"""",""""書く"""",""""描く"""",""""隠す"""",""""運ぶ""""]""	""[""""erase"""",""""write"""",""""draw"""",""""hide"""",""""carry""""]""	""[""""erase"""",""""arrange"""",""""awake"""",""""arise"""",""""allow""""]""	""[{""""word"""":""""rub out"""",""""note"""":""""英ではよく使う""""},{""""word"""":""""delete"""",""""note"""":""""特にデータを消す""""}]""	""[{""""word"""":""""write"""",""""note"""":""""書く""""},{""""word"""":""""keep"""",""""note"""":""""消さずに残す""""}]"""
400905	4	quote	引用する	to repeat someone else's words	She quoted a famous writer in her speech.	彼女はスピーチで有名な作家の言葉を引用した。	verb	4	3	""[""""引用する"""",""""説明する"""",""""比較する"""",""""拒否する"""",""""翻訳する""""]""	""[""""quote"""",""""explain"""",""""compare"""",""""refuse"""",""""translate""""]""	""[""""quote"""",""""coat"""",""""quite"""",""""quiet"""",""""goat""""]""	""[{""""word"""":""""cite"""",""""note"""":""""ややかたい表現""""}]""	[]"
400906	4	substitute	代わりに使う	to use one person or thing instead of another	You can substitute milk with soy milk.	牛乳の代わりに豆乳を使うことができます。	verb	5	2	""[""""代わりに使う"""",""""集める"""",""""修理する"""",""""運ぶ"""",""""選ぶ""""]""	""[""""substitute"""",""""collect"""",""""repair"""",""""carry"""",""""choose""""]""	""[""""substitute"""",""""subject"""",""""subtract"""",""""support"""",""""sudden""""]""	""[{""""word"""":""""replace"""",""""note"""":""""より基本的な語""""}]""	[]"
400907	4	make a reservation	予約する	to arrange to have a seat, room, or table later	We made a reservation for dinner tonight.	私たちは今夜の夕食を予約した。	verb	3	4	""[""""予約する"""",""""注文する"""",""""案内する"""",""""確認する"""",""""招待する""""]""	""[""""make a reservation"""",""""order"""",""""guide"""",""""confirm"""",""""invite""""]""	""[""""make a reservation"""",""""make a decision"""",""""make a mistake"""",""""take a vacation"""",""""have a discussion""""]""	""[{""""word"""":""""book"""",""""note"""":""""特に席や部屋を予約する""""}]""	""[{""""word"""":""""cancel"""",""""note"""":""""予約を取り消す""""}]"""
400908	4	honor	名誉	great respect and pride	It is an honor to meet her.	彼女に会えて光栄です。	noun	4	3	""[""""名誉"""",""""結果"""",""""努力"""",""""責任"""",""""伝統""""]""	""[""""honor"""",""""result"""",""""effort"""",""""duty"""",""""custom""""]""	""[""""honor"""",""""owner"""",""""order"""",""""offer"""",""""over""""]""	""[{""""word"""":""""glory"""",""""note"""":""""より大きな名声を表すことが多い""""}]""	""[{""""word"""":""""shame"""",""""note"""":""""恥、不名誉""""}]"""
400909	4	outcome	結果	the result of an action or event	The outcome of the game surprised us.	その試合の結果は私たちを驚かせた。	noun	4	3	""[""""結果"""",""""原因"""",""""方法"""",""""計画"""",""""意見""""]""	""[""""outcome"""",""""cause"""",""""method"""",""""plan"""",""""opinion""""]""	""[""""outcome"""",""""income"""",""""outside"""",""""outline"""",""""welcome""""]""	""[{""""word"""":""""result"""",""""note"""":""""最も基本的な類義語""""}]""	[]"
400910	4	output	生産高	the amount produced by a person or machine	The factory increased its output this year.	その工場は今年、生産高を増やした。	noun	5	2	""[""""生産高"""",""""費用"""",""""需要"""",""""利益"""",""""在庫""""]""	""[""""output"""",""""cost"""",""""demand"""",""""profit"""",""""stock""""]""	""[""""output"""",""""outside"""",""""upset"""",""""upload"""",""""update""""]""	""[{""""word"""":""""production"""",""""note"""":""""作ること・生産""""}]""	""[{""""word"""":""""input"""",""""note"""":""""投入、入力""""}]"""
400911	4	consequence	結果	something that happens because of an action	His lie had a serious consequence.	彼のうそは深刻な結果を招いた。	noun	4	3	""[""""結果"""",""""原因"""",""""理由"""",""""影響"""",""""変化""""]""	""[""""consequence"""",""""cause"""",""""reason"""",""""effect"""",""""change""""]""	""[""""consequence"""",""""conference"""",""""confidence"""",""""constant"""",""""concert""""]""	""[{""""word"""":""""result"""",""""note"""":""""より一般的な語""""},{""""word"""":""""outcome"""",""""note"""":""""結果として起こったこと""""}]""	""[{""""word"""":""""cause"""",""""note"""":""""結果ではなく原因""""}]"""
400912	4	effect	効果	a change caused by something	The medicine had a good effect.	その薬はよい効果があった。	noun	4	4	""[""""効果"""",""""原因"""",""""方法"""",""""理由"""",""""習慣""""]""	""[""""effect"""",""""cause"""",""""method"""",""""reason"""",""""habit""""]""	""[""""effect"""",""""affect"""",""""inspect"""",""""elect"""",""""event""""]""	""[{""""word"""":""""result"""",""""note"""":""""結果として現れるもの""""}]""	""[{""""word"""":""""cause"""",""""note"""":""""effect は結果、cause は原因""""}]"""
400913	4	luxury	ぜいたく	great comfort and expensive things	Staying there was a real luxury.	そこに泊まるのは本当にぜいたくだった。	noun	4	2	""[""""ぜいたく"""",""""節約"""",""""習慣"""",""""文化"""",""""方法""""]""	""[""""luxury"""",""""saving"""",""""habit"""",""""culture"""",""""method""""]""	""[""""luxury"""",""""injury"""",""""library"""",""""lucky"""",""""factory""""]""	[]	""[{""""word"""":""""necessity"""",""""note"""":""""ぜいたく品ではなく必要なもの""""}]"""
400914	4	wealthy	裕福な	having a lot of money	He comes from a wealthy family.	彼は裕福な家庭の出身です。	adjective	4	3	""[""""裕福な"""",""""貧しい"""",""""有名な"""",""""親切な"""",""""健康な""""]""	""[""""wealthy"""",""""famous"""",""""healthy"""",""""honest"""",""""careful""""]""	""[""""wealthy"""",""""healthy"""",""""worthy"""",""""weekly"""",""""weather""""]""	""[{""""word"""":""""rich"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""poor"""",""""note"""":""""お金をあまり持っていない""""}]"""
400915	4	skateboard	スケートボード	a board you ride on with small wheels	My brother got a new skateboard.	兄は新しいスケートボードを手に入れました。	noun	3	3	""[""""スケートボード"""",""""自転車"""",""""ヘルメット"""",""""ボール"""",""""ラケット""""]""	""[""""skateboard"""",""""bicycle"""",""""helmet"""",""""ball"""",""""racket""""]""	""[""""skateboard"""",""""scoreboard"""",""""skater"""",""""schoolbag"""",""""snowboard""""]""	[]	[]"
400916	4	proper	適切な	right or suitable for something	Please wear proper shoes for hiking.	ハイキングには適切な靴をはいてください。	adjective	4	3	""[""""適切な"""",""""危険な"""",""""簡単な"""",""""静かな"""",""""人気のある""""]""	""[""""proper"""",""""dangerous"""",""""easy"""",""""quiet"""",""""popular""""]""	""[""""proper"""",""""paper"""",""""player"""",""""promise"""",""""problem""""]""	""[{""""word"""":""""right"""",""""note"""":""""文脈によって近い意味""""},{""""word"""":""""suitable"""",""""note"""":""""目的に合っている""""}]""	""[{""""word"""":""""wrong"""",""""note"""":""""正しくない""""},{""""word"""":""""improper"""",""""note"""":""""適切でない""""}]"""
400917	4	immediate	即座の	happening at once	We need an immediate answer.	私たちは即座の返事が必要です。	adjective	4	3	""[""""即座の"""",""""安全な"""",""""静かな"""",""""重要な"""",""""簡単な""""]""	""[""""immediate"""",""""careful"""",""""silent"""",""""important"""",""""simple""""]""	""[""""immediate"""",""""imitate"""",""""image"""",""""medicine"""",""""minute""""]""	""[{""""word"""":""""instant"""",""""note"""":""""より短く、すぐの意味""""}]""	""[{""""word"""":""""delayed"""",""""note"""":""""遅れた""""}]"""
400918	4	correct	正しい	free from mistakes	Your answer is correct.	あなたの答えは正しいです。	adjective	3	4	""[""""正しい"""",""""危険な"""",""""有名な"""",""""静かな"""",""""必要な""""]""	""[""""correct"""",""""dangerous"""",""""famous"""",""""quiet"""",""""necessary""""]""	""[""""correct"""",""""collect"""",""""connect"""",""""concert"""",""""complex""""]""	""[{""""word"""":""""right"""",""""note"""":""""日常会話でよく使う""""}]""	""[{""""word"""":""""wrong"""",""""note"""":""""間違った""""}]"""
400919	4	venture	冒険	an exciting and risky experience	The trip was a great venture for us.	その旅行は私たちにとってすばらしい冒険でした。	noun	5	2	""[""""冒険"""",""""計画"""",""""約束"""",""""習慣"""",""""意見""""]""	""[""""venture"""",""""plan"""",""""promise"""",""""habit"""",""""opinion""""]""	""[""""venture"""",""""village"""",""""visitor"""",""""picture"""",""""future""""]""	""[{""""word"""":""""adventure"""",""""note"""":""""より一般的な語""""}]""	[]"
400920	4	lane	車線	one of the lines of traffic on a road	Stay in the left lane.	左の車線を走ってください。	noun	4	3	""[""""車線"""",""""歩道"""",""""交差点"""",""""信号"""",""""橋""""]""	""[""""lane"""",""""sidewalk"""",""""crossing"""",""""signal"""",""""bridge""""]""	""[""""lane"""",""""rain"""",""""late"""",""""line"""",""""name""""]""	[]	[]"
400921	4	mineral	鉱物	a natural substance found in the earth	Salt is a common mineral.	塩はありふれた鉱物です。	noun	5	2	""[""""鉱物"""",""""植物"""",""""金属"""",""""液体"""",""""気体""""]""	""[""""mineral"""",""""plant"""",""""metal"""",""""liquid"""",""""gas""""]""	""[""""mineral"""",""""general"""",""""memory"""",""""mirror"""",""""manual""""]""	[]	[]"
400922	4	missile	ミサイル	a weapon that is sent through the air to hit something	The country tested a new missile.	その国は新しいミサイルを実験した。	noun	4	2	""[""""ミサイル"""",""""爆弾"""",""""戦車"""",""""銃"""",""""弾丸""""]""	""[""""missile"""",""""bomb"""",""""tank"""",""""gun"""",""""bullet""""]""	""[""""missile"""",""""mission"""",""""misty"""",""""middle"""",""""muscle""""]""	[]	[]"
400923	4	studio	スタジオ	a room or building used for art, music, or recording	She works in a music studio.	彼女は音楽スタジオで働いています。	noun	3	3	""[""""スタジオ"""",""""教室"""",""""図書館"""",""""工場"""",""""劇場""""]""	""[""""studio"""",""""classroom"""",""""library"""",""""factory"""",""""theater""""]""	""[""""studio"""",""""student"""",""""stupid"""",""""stew"""",""""stadium""""]""	[]	[]"
400924	4	string	ひも	a thin piece of rope or thread	He tied the box with a string.	彼はその箱をひもでしばった。	noun	3	3	""[""""ひも"""",""""布"""",""""紙"""",""""板"""",""""針金""""]""	""[""""string"""",""""cloth"""",""""paper"""",""""board"""",""""wire""""]""	""[""""string"""",""""strong"""",""""spring"""",""""street"""",""""stripe""""]""	""[{""""word"""":""""cord"""",""""note"""":""""stringより少し太めのことが多い""""}]""	[]"
400925	4	decay	腐る	to become bad or rotten over time	Fruit will decay in the sun.	果物は日なたに置くと腐る。	verb	4	2	""[""""腐る"""",""""乾く"""",""""凍る"""",""""割れる"""",""""沈む""""]""	""[""""decay"""",""""dry"""",""""freeze"""",""""break"""",""""sink""""]""	""[""""decay"""",""""delay"""",""""today"""",""""decide"""",""""detail""""]""	""[{""""word"""":""""rot"""",""""note"""":""""特に食べ物などが腐る""""}]""	[]"
400926	4	wheel	車輪	a round part that turns on a car or bike	The front wheel is broken.	前の車輪が壊れています。	noun	3	3	""[""""車輪"""",""""座席"""",""""窓"""",""""ハンドル"""",""""ブレーキ""""]""	""[""""wheel"""",""""seat"""",""""window"""",""""handle"""",""""brake""""]""	""[""""wheel"""",""""will"""",""""wall"""",""""whale"""",""""well""""]""	[]	[]"
400927	4	bowl	どんぶり	a deep round dish for food	She put rice in a bowl.	彼女はご飯をどんぶりに入れた。	noun	3	3	""[""""どんぶり"""",""""皿"""",""""コップ"""",""""鍋"""",""""やかん""""]""	""[""""bowl"""",""""plate"""",""""cup"""",""""pot"""",""""kettle""""]""	""[""""bowl"""",""""ball"""",""""bone"""",""""boat"""",""""bell""""]""	""[{""""word"""":""""dish"""",""""note"""":""""より広い意味の器""""}]""	[]"
400928	4	spoil	だめにする	to make something bad or useless	Rain can spoil our picnic.	雨で私たちのピクニックがだめになることがある。	verb	4	3	""[""""だめにする"""",""""集める"""",""""運ぶ"""",""""隠す"""",""""直す""""]""	""[""""spoil"""",""""carry"""",""""hide"""",""""fix"""",""""collect""""]""	""[""""spoil"""",""""spill"""",""""sport"""",""""space"""",""""spin""""]""	""[{""""word"""":""""ruin"""",""""note"""":""""より強く「台なしにする」""""}]""	""[{""""word"""":""""fix"""",""""note"""":""""直してよくする""""}]"""
400929	4	govern	統治する	to control a country or area officially	A queen used to govern the country.	昔は女王がその国を統治していた。	verb	5	2	""[""""統治する"""",""""建てる"""",""""選ぶ"""",""""守る"""",""""訪れる""""]""	""[""""govern"""",""""build"""",""""choose"""",""""protect"""",""""visit""""]""	""[""""govern"""",""""garden"""",""""golden"""",""""given"""",""""gather""""]""	""[{""""word"""":""""rule"""",""""note"""":""""より基本的な語""""}]""	[]"
400930	4	democracy	民主主義	a system in which people choose their leaders	Democracy is important in many countries.	民主主義は多くの国で重要です。	noun	5	2	""[""""民主主義"""",""""産業"""",""""文化"""",""""法律"""",""""人口""""]""	""[""""democracy"""",""""industry"""",""""culture"""",""""law"""",""""population""""]""	""[""""democracy"""",""""geography"""",""""technology"""",""""photography"""",""""economy""""]""	[]	[]"
400931	4	discipline	しつけ	training that teaches people to follow rules	Good discipline helps students learn well.	よいしつけは生徒がよく学ぶのに役立ちます。	noun	4	3	""[""""しつけ"""",""""努力"""",""""勇気"""",""""習慣"""",""""責任""""]""	""[""""discipline"""",""""effort"""",""""courage"""",""""habit"""",""""duty""""]""	""[""""discipline"""",""""distance"""",""""discover"""",""""different"""",""""decision""""]""	""[{""""word"""":""""training"""",""""note"""":""""教えこむことの意味で近い""""}]""	[]"
400932	4	chase	追いかける	to run after someone or something	The dog chased the ball in the park.	その犬は公園でボールを追いかけた。	verb	3	4	""[""""追いかける"""",""""押す"""",""""運ぶ"""",""""集める"""",""""隠す""""]""	""[""""chase"""",""""push"""",""""carry"""",""""collect"""",""""hide""""]""	""[""""chase"""",""""change"""",""""chain"""",""""choose"""",""""check""""]""	""[{""""word"""":""""follow"""",""""note"""":""""後を追う意味で近いが、chaseのほうが急いで追う""""}]""	""[{""""word"""":""""escape"""",""""note"""":""""追う ↔ 逃げる""""}]"""
400933	4	sorrow	悲しみ	a feeling of great sadness	She felt deep sorrow after the news.	彼女はその知らせのあと深い悲しみを感じた。	noun	4	2	""[""""悲しみ"""",""""喜び"""",""""怒り"""",""""不安"""",""""驚き""""]""	""[""""sorrow"""",""""joy"""",""""anger"""",""""worry"""",""""surprise""""]""	""[""""sorrow"""",""""solo"""",""""sorry"""",""""swallow"""",""""summer""""]""	""[{""""word"""":""""sadness"""",""""note"""":""""より一般的な語""""}]""	""[{""""word"""":""""joy"""",""""note"""":""""悲しみの反対""""}]"""
400934	4	mourn	悲しむ	to feel sad because someone has died or something is lost	People mourn after a great loss.	人々は大きな喪失のあとに悲しむ。	verb	4	2	""[""""悲しむ"""",""""喜ぶ"""",""""驚く"""",""""怒る"""",""""笑う""""]""	""[""""mourn"""",""""smile"""",""""shout"""",""""laugh"""",""""relax""""]""	""[""""mourn"""",""""moon"""",""""more"""",""""born"""",""""morning""""]""	""[{""""word"""":""""grieve"""",""""note"""":""""ややかたいが近い意味""""}]""	""[{""""word"""":""""rejoice"""",""""note"""":""""喜ぶ""""}]"""
400935	4	secure	安全な	safe and protected	This building is secure at night.	この建物は夜は安全だ。	adjective	4	3	""[""""安全な"""",""""危険な"""",""""静かな"""",""""暗い"""",""""広い""""]""	""[""""secure"""",""""dangerous"""",""""quiet"""",""""dark"""",""""wide""""]""	""[""""secure"""",""""seeker"""",""""sugar"""",""""soccer"""",""""singer""""]""	""[{""""word"""":""""safe"""",""""note"""":""""最も基本的な類義語""""}]""	""[{""""word"""":""""dangerous"""",""""note"""":""""危険な""""}]"""
400936	4	shelter	避難所	a safe place to stay	We stayed in a shelter during the storm.	私たちは嵐の間、避難所にいた。	noun	4	3	""[""""避難所"""",""""駅"""",""""工場"""",""""劇場"""",""""図書館""""]""	""[""""shelter"""",""""station"""",""""factory"""",""""theater"""",""""library""""]""	""[""""shelter"""",""""shoulder"""",""""sugar"""",""""silver"""",""""sister""""]""	[]	[]"
400937	4	security	安全	safety from danger or crime	The airport has strong security.	その空港は厳重な安全対策がある。	noun	4	3	""[""""安全"""",""""危険"""",""""自由"""",""""平和"""",""""秘密""""]""	""[""""security"""",""""danger"""",""""freedom"""",""""peace"""",""""secret""""]""	""[""""security"""",""""secret"""",""""society"""",""""activity"""",""""certainty""""]""	""[{""""word"""":""""safety"""",""""note"""":""""より基本的な語""""}]""	""[{""""word"""":""""danger"""",""""note"""":""""危険という反対の意味""""}]"""
400938	4	equal	等しい	the same in size, number, or value	All students have equal chances.	すべての生徒には等しい機会がある。	adjective	4	4	""[""""等しい"""",""""異なる"""",""""重要な"""",""""簡単な"""",""""正しい""""]""	""[""""equal"""",""""different"""",""""important"""",""""easy"""",""""correct""""]""	""[""""equal"""",""""eagle"""",""""evil"""",""""usual"""",""""able""""]""	""[{""""word"""":""""same"""",""""note"""":""""より基本的で近い意味""""}]""	""[{""""word"""":""""different"""",""""note"""":""""同じでない""""}]"""
400939	4	specimen	標本	a sample used for study	The museum showed a bird specimen.	その博物館は鳥の標本を展示した。	noun	5	2	""[""""標本"""",""""実験"""",""""資料"""",""""植物"""",""""化石""""]""	""[""""specimen"""",""""experiment"""",""""material"""",""""plant"""",""""fossil""""]""	""[""""specimen"""",""""special"""",""""specific"""",""""spelling"""",""""speaker""""]""	""[{""""word"""":""""sample"""",""""note"""":""""見本・試料として使うこともある""""}]""	[]"
400940	4	mention	言及する	to talk about something briefly	He did not mention the problem.	彼はその問題について言及しなかった。	verb	4	3	""[""""言及する"""",""""説明する"""",""""解決する"""",""""隠す"""",""""選ぶ""""]""	""[""""mention"""",""""explain"""",""""solve"""",""""hide"""",""""choose""""]""	""[""""mention"""",""""mission"""",""""nation"""",""""motion"""",""""lesson""""]""	""[{""""word"""":""""refer to"""",""""note"""":""""ややかたい言い方""""}]""	""[{""""word"""":""""ignore"""",""""note"""":""""話題にしない""""}]"""
400941	4	see off	見送る	to go with someone to say goodbye when they leave	We went to the station to see off our friend.	私たちは友だちを見送るために駅へ行った。	verb	4	2	""[""""見送る"""",""""迎えに行く"""",""""訪ねる"""",""""待つ"""",""""助ける""""]""	""[""""see off"""",""""pick up"""",""""visit"""",""""wait"""",""""help""""]""	""[""""see off"""",""""set off"""",""""send off"""",""""show up"""",""""stay up""""]""	""[{""""word"""":""""send off"""",""""note"""":""""別れの場面で使うことがある""""}]""	""[{""""word"""":""""pick up"""",""""note"""":""""迎えに行く""""}]"""
400942	4	claim	主張する	to say that something is true	She claimed that the bag was hers.	彼女はそのかばんは自分のものだと主張した。	verb	4	3	""[""""主張する"""",""""否定する"""",""""確認する"""",""""想像する"""",""""提案する""""]""	""[""""claim"""",""""deny"""",""""confirm"""",""""imagine"""",""""suggest""""]""	""[""""claim"""",""""came"""",""""clay"""",""""clean"""",""""climb""""]""	""[{""""word"""":""""say"""",""""note"""":""""より基本的な語""""},{""""word"""":""""state"""",""""note"""":""""ややかたい言い方""""}]""	""[{""""word"""":""""deny"""",""""note"""":""""正しくないと言う""""}]"""
400943	4	decline	断る	to say no to something	She had to decline the invitation.	彼女はその招待を断らなければならなかった。	verb	4	3	""[""""断る"""",""""受け入れる"""",""""説明する"""",""""選ぶ"""",""""集める""""]""	""[""""decline"""",""""accept"""",""""explain"""",""""choose"""",""""collect""""]""	""[""""decline"""",""""define"""",""""design"""",""""describe"""",""""decide""""]""	""[{""""word"""":""""refuse"""",""""note"""":""""より直接的に「断る」""""}]""	""[{""""word"""":""""accept"""",""""note"""":""""受け入れる""""}]"""
400944	4	forbid	禁じる	to say that something is not allowed	My parents forbid me to stay out late.	両親は私が遅くまで外にいることを禁じている。	verb	4	3	""[""""禁じる"""",""""許す"""",""""勧める"""",""""準備する"""",""""続ける""""]""	""[""""forbid"""",""""allow"""",""""recommend"""",""""prepare"""",""""continue""""]""	""[""""forbid"""",""""forget"""",""""forest"""",""""forward"""",""""format""""]""	""[{""""word"""":""""ban"""",""""note"""":""""公式に禁じるときによく使う""""}]""	""[{""""word"""":""""allow"""",""""note"""":""""許可する""""}]"""
400945	4	deny	否定する	to say that something is not true	He did not deny the story.	彼はその話を否定しなかった。	verb	4	3	""[""""否定する"""",""""認める"""",""""想像する"""",""""隠す"""",""""繰り返す""""]""	""[""""deny"""",""""admit"""",""""imagine"""",""""hide"""",""""repeat""""]""	""[""""deny"""",""""decide"""",""""depend"""",""""delight"""",""""design""""]""	[]	""[{""""word"""":""""admit"""",""""note"""":""""事実だと認める""""}]"""
400946	4	declare	宣言する	to say something officially or clearly	The president will declare the start of the event.	大統領はその行事の開始を宣言するでしょう。	verb	4	3	""[""""宣言する"""",""""許可する"""",""""説明する"""",""""拒否する"""",""""到着する""""]""	""[""""declare"""",""""allow"""",""""explain"""",""""refuse"""",""""arrive""""]""	""[""""declare"""",""""repair"""",""""prepare"""",""""care"""",""""clear""""]""	""[{""""word"""":""""announce"""",""""note"""":""""広く知らせるときによく使う""""}]""	[]"
400947	4	admit	認める	to say that something is true	He admitted his mistake to the teacher.	彼は先生に自分の間違いを認めた。	verb	4	4	""[""""認める"""",""""隠す"""",""""疑う"""",""""防ぐ"""",""""選ぶ""""]""	""[""""admit"""",""""hide"""",""""doubt"""",""""prevent"""",""""choose""""]""	""[""""admit"""",""""omit"""",""""adopt"""",""""adult"""",""""advice""""]""	""[{""""word"""":""""accept"""",""""note"""":""""受け入れる意味でも使うが admit より広い""""}]""	""[{""""word"""":""""deny"""",""""note"""":""""事実でないと言う""""}]"""
400948	4	threaten	脅す	to say you will cause harm or trouble	The man threatened the shop owner.	その男は店主を脅した。	verb	5	3	""[""""脅す"""",""""助ける"""",""""守る"""",""""招く"""",""""褒める""""]""	""[""""threaten"""",""""help"""",""""protect"""",""""invite"""",""""praise""""]""	""[""""threaten"""",""""thread"""",""""three"""",""""throat"""",""""thrive""""]""	[]	[]"
400949	4	complain	不平を言う	to say that you are not happy about something	He likes to complain about the food.	彼はその食べ物について不平を言うのが好きです。	verb	4	3	""[""""不平を言う"""",""""説明する"""",""""提案する"""",""""応援する"""",""""招待する""""]""	""[""""complain"""",""""explain"""",""""suggest"""",""""support"""",""""invite""""]""	""[""""complain"""",""""contain"""",""""compare"""",""""complete"""",""""company""""]""	""[{""""word"""":""""grumble"""",""""note"""":""""ややくだけた「ぶつぶつ不平を言う」""""}]""	""[{""""word"""":""""praise"""",""""note"""":""""ほめる""""},{""""word"""":""""accept"""",""""note"""":""""不満を言わず受け入れる""""}]"""
400950	4	negative	否定的な	not positive; showing no hope or approval	She gave a negative answer to my idea.	彼女は私の考えに否定的な返事をしました。	adjective	4	3	""[""""否定的な"""",""""積極的な"""",""""静かな"""",""""公平な"""",""""安全な""""]""	""[""""negative"""",""""active"""",""""quiet"""",""""fair"""",""""safe""""]""	""[""""negative"""",""""native"""",""""creative"""",""""relative"""",""""sensitive""""]""	""[{""""word"""":""""pessimistic"""",""""note"""":""""より「悲観的な」の意味が強い""""}]""	""[{""""word"""":""""positive"""",""""note"""":""""反対の意味で最も基本的""""}]"""
400951	4	objection	反対	a reason for not agreeing with something	No one raised an objection to the plan.	その計画に反対を述べる人はだれもいませんでした。	noun	4	2	""[""""反対"""",""""賛成"""",""""提案"""",""""説明"""",""""約束""""]""	""[""""objection"""",""""agreement"""",""""proposal"""",""""explanation"""",""""promise""""]""	""[""""objection"""",""""occasion"""",""""operation"""",""""direction"""",""""attention""""]""	""[{""""word"""":""""opposition"""",""""note"""":""""より広く「反対」の意味で使う""""}]""	""[{""""word"""":""""agreement"""",""""note"""":""""同意""""},{""""word"""":""""approval"""",""""note"""":""""賛成・承認""""}]"""
400952	4	positive	前向きな	having a hopeful and good attitude	She always has a positive attitude.	彼女はいつも前向きな態度を持っています。	adjective	4	3	""[""""前向きな"""",""""消極的な"""",""""静かな"""",""""厳しい"""",""""単純な""""]""	""[""""positive"""",""""passive"""",""""quiet"""",""""strict"""",""""simple""""]""	""[""""positive"""",""""possible"""",""""opposite"""",""""position"""",""""polite""""]""	""[{""""word"""":""""optimistic"""",""""note"""":""""より『楽観的な』に近い""""}]""	""[{""""word"""":""""negative"""",""""note"""":""""反対の意味""""}]"""
400953	4	welcome	歓迎する	to greet someone happily when they arrive	We welcome new students every spring.	私たちは毎年春に新しい生徒を歓迎します。	verb	3	4	""[""""歓迎する"""",""""招待する"""",""""訪ねる"""",""""紹介する"""",""""助ける""""]""	""[""""welcome"""",""""invite"""",""""visit"""",""""introduce"""",""""help""""]""	""[""""welcome"""",""""well-known"""",""""weekend"""",""""window"""",""""winner""""]""	""[{""""word"""":""""greet"""",""""note"""":""""会ったときにあいさつする""""}]""	[]"
400954	4	frighten	怖がらせる	to make someone feel afraid	The loud noise did not frighten me.	その大きな音は私を怖がらせませんでした。	verb	4	2	""[""""怖がらせる"""",""""驚かせる"""",""""守る"""",""""隠す"""",""""追いかける""""]""	""[""""frighten"""",""""surprise"""",""""protect"""",""""hide"""",""""chase""""]""	""[""""frighten"""",""""brighten"""",""""flight"""",""""frozen"""",""""writer""""]""	""[{""""word"""":""""scare"""",""""note"""":""""より日常的な語""""}]""	""[{""""word"""":""""calm"""",""""note"""":""""落ち着かせる意味で反対""""}]"""
400955	4	fear	恐れ	a strong feeling of being afraid	She felt fear in the dark room.	彼女は暗い部屋で恐れを感じた。	noun	4	4	""[""""恐れ"""",""""喜び"""",""""希望"""",""""怒り"""",""""驚き""""]""	""[""""fear"""",""""joy"""",""""hope"""",""""anger"""",""""surprise""""]""	""[""""fear"""",""""dear"""",""""near"""",""""fair"""",""""fire""""]""	""[{""""word"""":""""fright"""",""""note"""":""""やや強い「恐怖」""""}]""	""[{""""word"""":""""courage"""",""""note"""":""""恐れに立ち向かう気持ち""""}]"""
400956	4	for fear of	〜を恐れて	because you are afraid of something	He spoke softly for fear of waking the baby.	彼は赤ちゃんを起こすのを恐れて静かに話した。	preposition	5	2	""[""""〜を恐れて"""",""""〜のおかげで"""",""""〜の代わりに"""",""""〜に加えて"""",""""〜の前に""""]""	""[""""for fear of"""",""""because of"""",""""instead of"""",""""in front of"""",""""along with""""]""	""[""""for fear of"""",""""for years"""",""""four fields"""",""""far from"""",""""for free""""]""	[]	[]"
